audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30105025.wav	ushindi wetu ni uthibitisho kuwa mikakati ya lengo letu imeanza vizuri 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34745897.wav	kama alivyojiwa hapo na mwenzangu victor macsedek 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29898191.wav	kutokana na wakati baadhi ya vitu kwenye magofu hayo vinaibwa vinaharibiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30005181.wav	walihamia huko wakushi kutoka kaskazini nao wakameza kwa kiasi kikubwa wakazi asili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386141.wav	uturuki na ugiriki mnamo mwaka wa elfumoja miatisa hamsini na mbili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36384314.wav	kipindi cha kutazamana risasi yalifyatuliwa wanamgambo nane 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180377.wav	manyatta hizo hazina ua za kulinda boma ili kusisitiza jukumu lao la kulinda jamii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29457597.wav	mji mkuu wa tanzania ni jiji la dodoma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29897546.wav	bagamoyo imehifadhi siri nyingi za mali kale ambazo watanzania wengi hawazijui 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30522730.wav	uzalishaji unaohusisha nguo vinywaji na vyakula 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582893.wav	milo iliyotengenezwa nje ya australia hutengenezwa tofauti ili kutumika kwa urahisi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29749154.wav	unaishia kwenye bahari ya atlantiki 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31996485.wav	wakati ni kama upanga 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681404.wav	hapa alishiriki katika jitihada za kubuni mavazi ya kitaifa ya tanganyika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30305638.wav	waliokataa kuwapa ardhi wazungu ili wafanye kazi zao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32210622.wav	nchu akitaka kuanda kunena kwanda huangalia lake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36251180.wav	wangekuwa wanaweza kuwa na uwezo wa kuwa na fedha wangekuwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30378274.wav	tofauti na hali ya zamani iliyokuwa ikitoa nafasi ya kutumika kwa vitu asilia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28689058.wav	katika imani yao kuna miungu mingi kwenye ngazi mbalimbali ya enzi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29792077.wav	tausi ni ndege mwenye rangi ya bluu na kijani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30630996.wav	wasifu wa magufuli unaonyesha kwamba alipata cheti cha stashahada ya ualimu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28660748.wav	unaweza kufanywa naye au na watu wengine kwa kibali chake au bila ya hicho 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31996650.wav	wanasiasa wako wanacheka kwa pamoja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30148066.wav	lakini kwa upande wa pili kuna ufafanuzi wa kisayansi kuhusu jambo hili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30182723.wav	kwa ujumla hivyo jamii ndiyo nguvu kazi katika nchi hasa nchini tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31284654.wav	kijana huyo alipokua kwa vile chifu mwamududa hakuwa na mtoto wa kiume 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34756682.wav	maji taka yalielekezwa chini ya mitaro iliyofunikwa kando ya barabara kuu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37089091.wav	kupitia kaskazini na kumwaga majiyake katika ziwa victoria 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574535.wav	huku kundi lingine likiendelea kuelekea mashariki kupitia mlima sekenke hadi kisiriri 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36389899.wav	china ina eneo la kilomita za mraba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34823691.wav	kilimalizika kufuatia kifo cha ghafla cha dikteta wa zamani sani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28670603.wav	kwa matumizi kwenye ndege kuna vipimo sanifu vidogo zaidi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34597699.wav	mkewe ni mwenye bidii sana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31304319.wav	kijadi wamasai hula nyama na maziwa pia damu ya ngombe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29792394.wav	vilevile joketi ni miongoni mwa vijana maarufu sana nchini humo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34597853.wav	ni madhara na maovu yake yote 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30020746.wav	ila aliwahi kuwa kocha mkuu wa geita gold lipuli na polisi tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31304305.wav	nyumbu huzaliana sana na kufikia nyumbu laki tano wanaozaliwa kwa mwaka 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34762883.wav	kisha huzaa mtoto mmoja tu twiga ni baadhi ya wanyama wachache wanao zaa wakiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30075144.wav	forojo ganze aliyezaliwa mwaka elfu moja mia tisa na mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36253358.wav	alikuwa amepoteza masaa meengi alipokuwa amepoteza fahamu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223857.wav	imani hiyo hadi urusi mtemi wa kiev vladimir mkuu alipokea 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29702320.wav	imani inaweza kukua kwa upana na kwa dhati au nguvu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574445.wav	ipo pia halmashauri ya wilaya ya kaliua na halmashauri ya wilaya ya igunga 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29924751.wav	ingawa hakuna idadi kamili ya watu waliouliwa wakati wa utawala wa idi amin 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090203.wav	ambazo zingine na zile sifurahie akaruhusu ziendelee katika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32243357.wav	maji ya kupwa maji yamejaa maji yavuta 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28584420.wav	katika kiingereza cha uingereza inaendelea kushikilia maana hii 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30579043.wav	kiwi anatoka familia moja na mbuni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30323506.wav	jiji linamkakati wa kuhakikisha linatoa elimu ya kilimo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37096132.wav	wapenzi wa jinsia moja wapigwa picha nchini kenya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30577567.wav	haki ya mageuzi haina misingi ya kisheria ya kubadili tabia ama mawazo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791457.wav	asili yake ni ni kutoka wanawake wa zanzibar 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30631353.wav	mwombaji akiamua mwizi auawe basi kwa vile anaonekana kwenye matambiko 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32091669.wav	nneno ambalo latumika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31271403.wav	kipindi ambacho wageni kutoka mashariki ya mbali wanafika maeneo ya pwani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28666462.wav	ikiwa na mipango ya kuongeza nchi kama angola south sudan and uganda 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791176.wav	mkapa aliendelea kuwa mshauri wa serikali hadi umauti ulipompata 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28836347.wav	ni kati ya maajabu makubwa ya dunia hii 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28581560.wav	hewa yenyewe ni gimba la gesi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090922.wav	ya kwanza ya wakristo chini ya serikali petro ni mfano mzuri wa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067098.wav	mwaka wa elfu moja mia tisa arobaini na tisa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30495093.wav	ni kitoweo kitamu sana kwa mujibu wa wenyeji na watalii pia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31808946.wav	shoka zilizotumika kwa kazi ya kuvunja mifupa nyembe na visu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37088806.wav	kihistoria hazijakuwa na mafanikio kama ule wa tiba mbadala 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30436690.wav	simba huwindwa wanapowaua mifugo yao hwauwa pia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29897878.wav	matukio ya kwanza yalikuwa katika kikundi kidogo cha waraibu wa dawa za kulevya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29884798.wav	pep guardiola alivyoenda ujerumani alianza kubadili mfumo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30090642.wav	yohane paulo wa pili alitoa mafundisho mengi kuhusu jamii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29793689.wav	kila kinachowapendeza ndani ya macho yao ndicho wanachofanya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32101561.wav	daktari menena mame afungwe mai tupa mbili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36616509.wav	ni muhimu katika kusimamia utoaji haki nchini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30209681.wav	je mtapiga kambi na katika kupiga kambi ni lazima mbebe mahema yenu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30020917.wav	sheria hizi zilithibitishwa na baraza la mapinduzi zanzibar 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30363041.wav	waziri mkuu majaliwa tarehe kumi na tisa novemba elfu mbili na kumi na tano 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28830745.wav	ilikuwa shule ya kwanza ya biashara ya kijani nchini afrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30227390.wav	ripoti za mashirika makubwa zinapotolewa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30624139.wav	tdege waliyobaki kwenye hifadhi wanapatikana kwenye misitu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35104576.wav	yesu aliwaambia hivi msidhani ya kuwa nalikuja kuitangua torati au manabii sikuja kutangua bali 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35132512.wav	ngoma hizo huchezwa watu wakiwa wamevaa nguo za asili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29620744.wav	kuna aina mbalimbali 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28660718.wav	wimbo ulitolewa kunako tarehe moja mwezi wa pili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28814453.wav	wadudu barafu wanatokea amerika ya kaskazini na asia ya mashariki juu ya milima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35582730.wav	moja aliiga mfumo wa kijeshi wa wasangu waliowahi kuwa kabila lenye nguvu kwa kujifunza 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28672764.wav	nyimbo hizo zote zinapatikana katika albamu ya ndani ya bongo ya sugu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30115959.wav	baadhi ya mikoa inalima mazao kama ndizi na muhogo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30026345.wav	watalii wanapenda kununua vitu ambavyo nchini kwao havipo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30200638.wav	messi alifanya kila mbinu kuinusulu timu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36384115.wav	raia wa uingerza wanataka aendelee kutawala 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30522533.wav	kwa sasa uwapo katika eneo hili la makumbusho ya handebevyo utagundua kasoro nyingi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35155545.wav	jacob matata alichungulia nje 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37097771.wav	sisi tuko hapa mpaka saa nane 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37097304.wav	walihitimisha kwamba blob licha ya kukosa neva anaweza kujifunza kutokana na uzoefu na kubadilisha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35437885.wav	kukatokea na mashambulizi ya mwi kabla 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30098877.wav	niwashukuru na kuwapongeza sana washindi wote kutokana na kazi nzuri mliyoifanya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37094279.wav	katika kufanya hivyo lazima nchi iwe tulivu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29539276.wav	kwa mfano nadharia ya utafiti 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37091755.wav	mbu wanaweza kusambaza virusi vya ukimwi 	1
