sentence	gender	duration	audio
hapo ndio ilibidi nichukue hatua ya kutoroka nyumbani 	male_masculine	4.6875	common_voice_sw_36040423.wav
wengine huona ya kwamba ni wazungu wasiojua kiswahili vema waliochanganya mlima na kilima 	female_feminine	7.6035	common_voice_sw_31787966.wav
sipendi mtu mfupi 	female_feminine	2.5635	common_voice_sw_35106211.wav
pep guardiola aliweza kubadili staili ya bayern munich 	female_feminine	5.2635	common_voice_sw_30336377.wav
raisi kikwete alikuwa ni mtu wa watu 	female_feminine	6.5235	common_voice_sw_30566752.wav
lakini vijana bado wanavuta kwa kasi kiasi hiki itakuaje sasa kuhusu 	female_feminine	5.6955	common_voice_sw_30659494.wav
chelsea ndiyo waliyoshinda ubingwa wa ulaya 	female_feminine	4.5075	common_voice_sw_29791929.wav
mongolia yalitangaza pia hali ya vita dhidi ya ujerumani na japani 	male_masculine	4.9035	common_voice_sw_30381641.wav
ndio mwisho wa amerika kuelekea ncha ya kaskazini 	male_masculine	4.4355	common_voice_sw_28995030.wav
mwamubambe alikuwa na jeshi kubwa na wafuasi wengi wenye uwezo wa vita 	male_masculine	4.9755	common_voice_sw_29810749.wav
chamcha ki tayari 	female_feminine	2.0955	common_voice_sw_36366187.wav
ya mwamba na lava angani 	female_feminine	3.4275	common_voice_sw_28672836.wav
kama hiyo hali imekutokezea 	male_masculine	3.0675	common_voice_sw_36013992.wav
matumizi mengine ni wakati wa kutoa mahubiri na mafundisho hata barabarani 	male_masculine	4.9755	common_voice_sw_29000747.wav
wataliii wengi wanafurahi sana wanapomuona blob 	female_feminine	5.2275	common_voice_sw_29818027.wav
upimaji unaweza kutumika kuamua ukali wa kuharibika kwa kusikia 	male_masculine	6.5955	common_voice_sw_28963932.wav
hawa ni maarufu kwa ufanyaji biashara hasa za madukani 	female_feminine	4.9035	common_voice_sw_30545674.wav
tutunze mazingira kwa minajili ya vizazi vya leo na vya kesho 	female_feminine	4.9755	common_voice_sw_34766410.wav
elagabalus hakuwa tu mtu wa kufuga paka 	female_feminine	3.6435	common_voice_sw_34958882.wav
vita vya wahehe dhidi ya wajerumaniupanuzi wa wahehe azingira ya iringa leo jina 	male_masculine	8.8635	common_voice_sw_36254357.wav
jibu maswali yote utakayoulizwa 	male_masculine	3.7155	common_voice_sw_32211223.wav
ijue historia ya wilaya ya same 	female_feminine	3.6435	common_voice_sw_30581085.wav
mtandao wa watu wanaoishi na virusi vya ukimwi duniani 	female_feminine	4.5075	common_voice_sw_35104284.wav
lakini hakuiamini serikali hiyo ya marekani 	female_feminine	3.4635	common_voice_sw_35118954.wav
serikali za kikoloni zilikuwa zinaruhusu vyama vya kijamii na michezo 	female_feminine	6.6675	common_voice_sw_30355818.wav
bahari hii siyo kubwa sana kama zilivyo bahari ya hindi na atlantiki 	female_feminine	7.29565625	common_voice_sw_30121923.wav
hifadhi hii ni ukanda mwembamba wa msitu wa mlima unaokatizwa na miteremko mikali 	female_feminine	6.1275	common_voice_sw_31406168.wav
serikaoli inatakiwa kuwaandaa watalii wa kesho 	female_feminine	4.8675	common_voice_sw_29791747.wav
kabila kubwa ni lile la wasukuma 	female_feminine	4.4355	common_voice_sw_28669853.wav
katika miji na vijiji vidogo hautawahi kuona wenzi 	female_feminine	4.9035	common_voice_sw_35183859.wav
uwezo wa wachezaji huhitajika mara zote katika kutekeleza majukumu yanayotokana na mfumo unaotumika 	male_masculine	6.5235	common_voice_sw_30100150.wav
bahati mbaya kwa sababu katika utumishi wake wa takribani miaka arobaini serikalini mara zote 	female_feminine	7.4235	common_voice_sw_35104450.wav
imekuwa pia ni vyanzo vya maji kwa mataifa mengi kama vile misri 	female_feminine	5.5875	common_voice_sw_30313758.wav
uwanja wa mkapa unavizidi viwanja vya timu nyingi kubwa ulaya 	female_feminine	6.3075	common_voice_sw_30355230.wav
mtu yeyote anayevunja sheria za jamhuri ataadhibiwa kwa mujibu wa sheria 	female_feminine	9.5835	common_voice_sw_30378702.wav
alikuwa mwanamke wa kwanza kuchaguliwa na kuongoza nchi ya kiislamu 	female_feminine	6.1635	common_voice_sw_28883789.wav
hakuna mtu alijua kama ingewezekana kumfufua marehemu mzee suluhu 	female_feminine	5.8035	common_voice_sw_35103763.wav
huruma na mapenzi yao yanawafanya wawe karibu na mungu wao 	female_feminine	5.5875	common_voice_sw_37223451.wav
kilichonileta hapa ni kufafanua lengo la fedha hizo 	female_feminine	5.6235	common_voice_sw_30036046.wav
pep guardiola aliwahi kufunga safari hadi shambani kwa bielsa 	male_masculine	7.7475	common_voice_sw_30641343.wav
mfano jiji la dar es salaam lenye bandari pembeni yake 	male_masculine	5.13565625	common_voice_sw_30631120.wav
alishinda kwa tiketi ya chama cha mapinduzi 	female_feminine	4.5435	common_voice_sw_29925027.wav
uwindaji huu ulikuwa muhimu kiuchumi na sababu muhimu kwa uenezaji wa urusi katika siberia 	female_feminine	7.3875	common_voice_sw_28584766.wav
ni ziwa kubwa na lenye maajabu ya pekee duniani kote 	male_masculine	5.2635	common_voice_sw_30575386.wav
kwa vyanzo tofauti kama vile zifuatazokumwaga kwa viwandakumwaga 	female_feminine	10.0155	common_voice_sw_34597172.wav
karol alimaliza masomo yake ya seminarini 	female_feminine	5.1555	common_voice_sw_30108513.wav
hubaki na maambukizi ya kudumu ya virusi vya homa ya ini 	female_feminine	8.3235	common_voice_sw_30566963.wav
magufuli alipata asilimia themanini na nne ya kura dhidi ya mpinzani wake mkuu 	female_feminine	8.5755	common_voice_sw_30327500.wav
hayajulikani mengine kuhusu historia yao ila tangu kale wanaheshimiwa kama watakatifu 	female_feminine	6.7755	common_voice_sw_29707312.wav
vipengele vilivyo katika mchakato wa ustawi katika nchi zilizo na mapato ya chini 	female_feminine	4.9755	common_voice_sw_30585450.wav
ziwa victoria hupokea maji kutoka mito mikubwa kama vile mto kagera na mto mara 	female_feminine	6.7755	common_voice_sw_30035563.wav
hifadhi ya taifa ya ngorongoro na serengeti 	female_feminine	3.3555	common_voice_sw_31284471.wav
alipata tiba na kupona kwa asilimia mia moja 	female_feminine	3.6075	common_voice_sw_28733375.wav
huu ni utambulisho ambao haukufananishwa ama kuitwa kwa jina la kabila fulani 	female_feminine	5.9475	common_voice_sw_30654004.wav
kwa upande wa mashariki kusini inapakana na wilaya za kibaha na kinondoni 	female_feminine	5.6235	common_voice_sw_30378754.wav
wanyambo hupenda kula ndizi kama chakula chao 	female_feminine	4.84765625	common_voice_sw_30005144.wav
kasi ya harakati inategemea na tabia za mwamba unaopatikana 	female_feminine	6.8835	common_voice_sw_29262332.wav
sasa huu wakati wa kueneza dini elimu ya kimtaala 	female_feminine	6.5235	common_voice_sw_30108019.wav
wanyaturu wengi sura na nywele zao hasa kina mama 	female_feminine	7.0275	common_voice_sw_30569877.wav
wavulana waliotahiriwa wataishi katika manyatta yaani kijiji kilichojengwa na mama zao 	female_feminine	6.8475	common_voice_sw_35214184.wav
alifanya hivi kwa lengo la kutunza kumbukumbu 	female_feminine	4.0755	common_voice_sw_29797741.wav
ni mitandao minne mikubwa ya televisheni iliyo katika nchi moja 	female_feminine	5.6235	common_voice_sw_29591218.wav
mtaalamu wa ufundi alishangaa ni daftari gani analolizungumzia jacob 	female_feminine	5.4435	common_voice_sw_35206867.wav
ilikuwa ni theluthi moja ya uzito wa mwili wake 	female_feminine	6.1275	common_voice_sw_29153587.wav
wa elfu mbili na tano mjini johannesburg afrika kusini 	female_feminine	4.6155	common_voice_sw_34757495.wav
wazanzibari watano walipewa uwaziri kamili katika baraza la mawaziri 	female_feminine	4.9755	common_voice_sw_31285714.wav
ina jumba la makumbusho dogo kuhusu historia ya zanzibar 	female_feminine	5.2635	common_voice_sw_28927603.wav
kwani ndiyo siku zilishushwa chini bendera zote za utawala wa waingereza 	female_feminine	5.9835	common_voice_sw_31823717.wav
kama urithi kwa taifa na kwa ajili ya biashara 	female_feminine	3.9675	common_voice_sw_29940397.wav
baada ya kifo hicho wapiganaji waliona kuwa ni njia nzuri 	female_feminine	5.1555	common_voice_sw_30060842.wav
baadaye maji mengine yanachangia mto kongo na hatimaye bahari ya atlantiki 	female_feminine	6.4155	common_voice_sw_29468866.wav
wengi wa nyumbu hawakuvuka juni kama ilivyo kawaida kutokana na moto uliowashwa porini 	male_masculine	6.1275	common_voice_sw_29941625.wav
anasema kazi ya kupambana na ujangili ni ngumu 	female_feminine	4.2555	common_voice_sw_29797707.wav
jina hili hutumika pia kwa manyasi marefu yoyote ya maji 	female_feminine	4.7955	common_voice_sw_28584802.wav
mashirika yasiyo ya kiserikali yako kwenye ngazi ya miji maeneo kitaifa na kimataifa 	male_masculine	6.9555	common_voice_sw_28735840.wav
sango ya mawa ya papy texaliyekuwa rafiki yake wa karibu 	female_feminine	7.4955	common_voice_sw_30717978.wav
mlaji atawashwa midomo na ulimi kwa kula chakula hicho 	female_feminine	5.63965625	common_voice_sw_30004276.wav
alipokufa milki ilichukuliwa na dada yake mwene ngalu ambaye ndiye mwanzilishi wa sumbawanga 	female_feminine	9.4755	common_voice_sw_30198414.wav
pia ipo halmashauri ya wilaya ya mpanda na halmashauri ya manispaa ya mpanda 	male_masculine	5.5515	common_voice_sw_30379657.wav
bidhaa nyingi kutoka uingereza kwa bei za juu 	female_feminine	4.3635	common_voice_sw_35110390.wav
kukatokea na mashambulizi ya mwi kabla 	female_feminine	3.7155	common_voice_sw_35437885.wav
dola miji ilikuwa muhimu sana katika nchi nyingi kihistoria 	female_feminine	6.0555	common_voice_sw_28903544.wav
mkapa alikuwa na umri wa miaka themanini na moja 	male_masculine	4.7235	common_voice_sw_29993108.wav
nchu huu mara ningii kindrasi hupawa iye hachupawi isi 	male_masculine	5.6955	common_voice_sw_32211156.wav
kudumisha mitandao hiyo hata katika sehemu zenye ufuatiliaji mzuri 	female_feminine	5.1555	common_voice_sw_35107675.wav
vifo mia nne tisini na tatu vilitokana na virusi hivyo 	female_feminine	4.7955	common_voice_sw_30357087.wav
asali hujenga afya 	male_masculine	2.2035	common_voice_sw_29144819.wav
vita kati ya washona na wazungu iliyopiganwa katika taifa la zimbabwe 	female_feminine	6.7035	common_voice_sw_29789506.wav
hakuna mtu asiyetaka kuitazama timu ya guardiola ikicheza 	female_feminine	6.6675	common_voice_sw_29797795.wav
alisimama na kuwaahidi wamatumbi kuingia katika vita aliyoiita vita ya ushindi 	male_masculine	6.1275	common_voice_sw_36387243.wav
alpi katika kusini ni milima mirefu ujerumani ingawa 	female_feminine	5.5155	common_voice_sw_35107850.wav
ongezeko la watu kwa mwaka kwa sasa 	male_masculine	4.3275	common_voice_sw_29937408.wav
forodhani ni mashuhuri kwa upishi na uuzaji wa vyakupa vya bahari 	male_masculine	6.0555	common_voice_sw_29856726.wav
hadi sasa wachongaji vinyago wamepanda zaidi ya miti ya mpingo elfu tatu 	female_feminine	6.2355	common_voice_sw_29962045.wav
alistaafu baada ya kutawalakwa miaka mitano 	female_feminine	4.6875	common_voice_sw_29961013.wav
mfano mzuri wa mfumo wenye namba tano ni nne moja mbili moja mbili 	male_masculine	6.0555	common_voice_sw_29943773.wav
sehemu ya pili iko na nambari tatu 	female_feminine	3.1755	common_voice_sw_29665101.wav
mara kwa mara hufuma marembesho na mikufu ya 	female_feminine	4.2555	common_voice_sw_30205635.wav
kila kazi ina changamoto nyingi duniani 	female_feminine	3.5355	common_voice_sw_30365445.wav
vipindi vya joto jingi kwa kawaida hubadilishana na vile vya baridi na joto 	female_feminine	7.51165625	common_voice_sw_30034007.wav
ardhi zaidi ilichukuliwa kwa ajili ya hifadhi ya wanyamapori na hifadhi za taifa 	female_feminine	5.9835	common_voice_sw_30195678.wav
aliwakilisha jimbo la morogoro kuanzia mwaka elfu moja mia tisa sitini 	female_feminine	5.5155	common_voice_sw_35107621.wav
na mikoa mingine hadi rwanda na burundi watu hawa ilikuwa ngumu sana wao kukimbia 	female_feminine	6.3435	common_voice_sw_29860918.wav
na huu ndio ukawa mwanzo wa carey kuingia katika ulimwengu wa muziki 	female_feminine	5.3355	common_voice_sw_29193616.wav
miaka miwili baadaye alipata udaktari wa teolojia 	female_feminine	5.9475	common_voice_sw_29468040.wav
magufuli alikuwa rais wa tanzania katika awamu ya tano 	female_feminine	4.3275	common_voice_sw_31406078.wav
madaraka mikononi mwa wazalendo walioshika hatamu katika dola 	female_feminine	4.6875	common_voice_sw_29791839.wav
kama wazaramo na wakaguru pia wakutu na wakwere 	female_feminine	6.86365625	common_voice_sw_30124432.wav
kiungo xavi hernandez alingâara sana kwenye staili hii 	male_masculine	4.1835	common_voice_sw_30087112.wav
jinsi inasema serikali za mitaa na makampuni binafsi 	female_feminine	6.1275	common_voice_sw_37217752.wav
malengo mengineyo yalikuwa ni katika kulinda maslahi ya jamii ya kabila la wamaasai 	female_feminine	7.3875	common_voice_sw_30332061.wav
kwa kawaida malindi umekuwa mji na bandari ya kirafiki 	male_masculine	6.35965625	common_voice_sw_30628324.wav
alitoa albam bora zaidi ya mwaka wakati wa tamasha la muziki wa injili tanzania 	female_feminine	5.4435	common_voice_sw_31823770.wav
hilo linafanana na upendo ambao katika ukristo ndio adili kuu kuliko 	female_feminine	5.2635	common_voice_sw_35157514.wav
kwenye soka lolote linaweza kutokea 	male_masculine	2.9955	common_voice_sw_29993830.wav
jaysonuzoefu mkubwa wa nape katika masuala ya uongozi umejikita katika masuala ya siasa 	female_feminine	8.5755	common_voice_sw_37095119.wav
migogoro ndani ya nchi ni chanzo cha vita 	female_feminine	3.7875	common_voice_sw_29797416.wav
sikufika kwa harusi ya dadangu wiki iliyopita 	female_feminine	3.7155	common_voice_sw_37221113.wav
nenda ukawasaidie wale kina dada 	female_feminine	3.1035	common_voice_sw_35106370.wav
na timu ya taifa ya uganda 	female_feminine	3.9675	common_voice_sw_29524557.wav
ukoloni wa ujerumani uliondoka tanzania kwenye vita ya kwanza ya dunia 	female_feminine	5.8755	common_voice_sw_30327661.wav
mtoto wako ameibwa 	female_feminine	2.1675	common_voice_sw_35104330.wav
akicharaza ngoma kwa ustadi wakati akiwa katika jukwaa alikuwa akipenda kubadili miondoko kwa hiyo 	female_feminine	6.7755	common_voice_sw_35103444.wav
mheshimiwa daktari john joseph pombe magufuli alifanikiwa kuteuliwa kuipeperusha bendera ya chama 	female_feminine	9.34765625	common_voice_sw_30105912.wav
magamba ni makubwa kiasi 	male_masculine	3.0675	common_voice_sw_28682667.wav
wakulima wao waliishi sehemu za milimani 	female_feminine	5.2635	common_voice_sw_30574002.wav
kuna nyota nyingi katika eneo la kundinyota hili lakini zote si angavu sana 	female_feminine	7.2075	common_voice_sw_29748094.wav
mwaka elfu moja mia tisa sitini na nane meja jenerali 	male_masculine	4.6875	common_voice_sw_29963927.wav
tanga ilipata bahati kuvipata mapema sana 	male_masculine	5.2275	common_voice_sw_30180542.wav
moi alimpa uhuru kenyatta na fursa ya kugombea urais katika uchaguzi 	male_masculine	4.7235	common_voice_sw_29994960.wav
anthemius alipata upatikanaji wa chini ya zeno na akaweka kifaa cha mvuke shinikizo 	male_masculine	7.3875	common_voice_sw_30008150.wav
baadhi ya wasanii hao ni kama halima madiwa jacob steven sara mvungi na wengine 	male_masculine	7.1355	common_voice_sw_29994057.wav
a anavyoelezea bwana shomali ayub kibao 	female_feminine	4.2555	common_voice_sw_35104261.wav
baba nakushukuru kwa kuwa umenisikia 	female_feminine	3.7875	common_voice_sw_35177098.wav
kwani hawawezi kutambua kwa kweli kweli 	female_feminine	3.4635	common_voice_sw_34977227.wav
aligombea na kuchaguliwa kuwa mbunge wa jimbo la ruangwa mkoani lindi 	male_masculine	6.7755	common_voice_sw_29958338.wav
mwaka elfu moja mia nane themanini na nane 	female_feminine	4.6875	common_voice_sw_30446782.wav
hakuwa na uwezo wa kucheza soka la kiwango cha juu 	female_feminine	3.5355	common_voice_sw_31284655.wav
katika hatua hii ndio uamuzi unachukuliwa wa kutahiri wavulana 	female_feminine	4.5435	common_voice_sw_29794563.wav
ikumbukwe kwamba kuna takriban zaidi ya silaha laki tano hadi million moja ambazo hazijulikani 	female_feminine	8.0355	common_voice_sw_37225843.wav
ni lugha tofauti na kiazeri kusini nchini uajemi 	male_masculine	4.6875	common_voice_sw_28683323.wav
mgonjwa huambukizwa kwa kuumwa na mbu jike mwenye vimelea vya plasmodium 	female_feminine	6.89965625	common_voice_sw_30122633.wav
kalambo ndio maporomoko marefu zaidi nchini tanzania 	female_feminine	5.0835	common_voice_sw_30574822.wav
obama leo anatarajiwa kutembelea mji wa new delhi ambao atafanya mazungumzo 	female_feminine	6.3075	common_voice_sw_35104292.wav
eneo kuu katika hifadhi ni uwanda wa mafuriko 	female_feminine	4.9035	common_voice_sw_30037344.wav
wakitangaza tu kushikamana nao pia kushirikiana nao 	female_feminine	6.3075	common_voice_sw_30240951.wav
john magufuli alifariki mwaka elfu mbili ishirini na moja 	female_feminine	5.13565625	common_voice_sw_31812419.wav
kongamano hilo limehudhuriwa na viongozi mbalimbali wa serikali 	female_feminine	4.1475	common_voice_sw_30582732.wav
vizuri na hata katika dini viongozi wanasisitiza 	female_feminine	4.2555	common_voice_sw_29969080.wav
peche a dhahabu ina samani sana 	male_masculine	5.2635	common_voice_sw_32090937.wav
mzee wa kimaasai wakati mmoja alituambia hilo 	female_feminine	4.9755	common_voice_sw_30351588.wav
wanakuja kununua madini hayo ya tanzanite na kuondoka 	female_feminine	5.4075	common_voice_sw_29848312.wav
simba wapandao juu ya miti pia msitu wa maji ulioko ardhini 	female_feminine	7.1355	common_voice_sw_30566709.wav
alikuwa na urefu wa sentimita mia moja na tisini 	male_masculine	4.5435	common_voice_sw_29938392.wav
baada ya vita ya miaka saba uingereza 	female_feminine	4.0755	common_voice_sw_35160914.wav
baada ya kumaliza masomo alishughulikia hasa biashara za familia alizorithi kutoka kwa baba yake 	male_masculine	6.5955	common_voice_sw_37099887.wav
baada ya hifadhi ya kafue iliyopo nchini zambia 	female_feminine	4.7955	common_voice_sw_30055159.wav
ushindi wetu ni uthibitisho kuwa mikakati ya lengo letu imeanza vizuri 	female_feminine	7.54765625	common_voice_sw_30105025.wav
wanacheka sana wakiwa pamoja 	female_feminine	2.8155	common_voice_sw_34843263.wav
kwa sasa iko kati ya visiwa vya kanada na ncha ya kijiografia 	female_feminine	5.9835	common_voice_sw_29560157.wav
kijamii ya kiutu uzima kwa wakati unaotazamiwa 	female_feminine	4.6875	common_voice_sw_34942763.wav
alimuomba mama yake ruhusa ya kufanya kazi melini 	female_feminine	5.0475	common_voice_sw_29791719.wav
magonjwa ya mlipuko yanaweza kusambaa kutoka kwa wanyama kwenda kwa binadamu 	male_masculine	4.8675	common_voice_sw_30631316.wav
ya serengeti au makao makuu ya shirika la hifadhi za taifa mjini arusha 	female_feminine	6.5235	common_voice_sw_35160865.wav
taifa la jamhuri ya kidemokrasia ya congo linapata pesa nyingi sana za kigeni 	male_masculine	6.8835	common_voice_sw_30182043.wav
wakaingiza kilimo ufugaji na uzalishaji kwa jumla 	female_feminine	4.5075	common_voice_sw_30364488.wav
mgeni yeyote akifika eneo la ziwa tanganyika lazima atastahajabu aina ya kitoweo hicho 	female_feminine	7.94365625	common_voice_sw_30105645.wav
hilo ni jambo la kupongezwa kwa serikali ya awamu ya tano 	male_masculine	4.5435	common_voice_sw_30181626.wav
magufuli aliwataka watanzania wote kuwa watulivu 	female_feminine	4.5435	common_voice_sw_30035034.wav
kwa mamlaka yake anaweza kuanzisha vita 	male_masculine	3.8955	common_voice_sw_30016863.wav
yaani asilimia thelathini na tatu hivi ya watu wote ulimwenguni 	male_masculine	4.3275	common_voice_sw_29938969.wav
ambayo usingeweza hata kupata kuyauliza lakini unahitaji 	male_masculine	3.9675	common_voice_sw_36381104.wav
mti aliyonyongewa upo mpaka sasa sehemu ya oldmoshi bomani karibu na kolila sekondari 	female_feminine	9.0435	common_voice_sw_30623602.wav
messi ni mwanafunzi wa pep guardiola wakati 	female_feminine	5.4435	common_voice_sw_29789349.wav
maeneo machache ya msingi kulingana na maslahi yako 	female_feminine	4.6155	common_voice_sw_34834752.wav
wako alizaliwa nchini kenya 	male_masculine	3.5355	common_voice_sw_28690359.wav
ni kati ya maajabu makubwa ya dunia hii 	female_feminine	3.1035	common_voice_sw_28836347.wav
wavulana hupiga foleni na kuimba oooooh yakwa 	female_feminine	4.5435	common_voice_sw_30659391.wav
wana ushawishi mkubwa katika nyanja za siasa na uchumi wa tanzania 	male_masculine	5.6955	common_voice_sw_30582794.wav
benjamin mkapa ni rais wa awamu ya tatu 	female_feminine	3.2835	common_voice_sw_29791814.wav
kukua kwa zanzibar kulisababisha kupungua kwa mji wa maskat 	female_feminine	5.3355	common_voice_sw_30035179.wav
m huyo ni bi juiet sima ambaye ni afisa lishe 	female_feminine	5.9835	common_voice_sw_35099574.wav
zinasaidia kuhakikisha kwamba unajisikia vizuri kiasi ukipanda na ukishuka 	female_feminine	6.3075	common_voice_sw_29789798.wav
muda wa mtihani ulifika na kila mwanafunzi alielekea kwenye chumba chake cha mtihani 	female_feminine	6.1275	common_voice_sw_29924402.wav
wanyama wengine wanaopatikana gombe ni kima wenye mkia mwekundu na bluu 	female_feminine	6.7035	common_voice_sw_29791248.wav
mila na desturi za wangoni katika kuposa wanawake 	female_feminine	4.6875	common_voice_sw_30354473.wav
biashara na kuipiga jeki sekta binafsi ya tanzania 	female_feminine	4.2555	common_voice_sw_29792406.wav
wakifuata fursa za uwekezaji na biashara za aina mbalimbali 	female_feminine	5.13565625	common_voice_sw_31812268.wav
majeshi ya upinzani dhidi ya serikali ya kongo 	female_feminine	4.0755	common_voice_sw_30177277.wav
inasemekana alikuwa shemasi 	female_feminine	4.0755	common_voice_sw_29176805.wav
kuna sita za kukwea mlima mlima kilimanjaro hadi kileleni 	female_feminine	4.3635	common_voice_sw_31433790.wav
nahodha wa ghana asamoah gyan alikosa mkwaju wa penati 	female_feminine	7.2435	common_voice_sw_30421123.wav
kumtorosha inti wa kikurya ilikuwa ni kosa kubwa sana na unakuwa umekosea ukoo mzima 	female_feminine	8.0355	common_voice_sw_30351703.wav
walipinga uanzishwaji wa vyama vya siasa 	female_feminine	4.2555	common_voice_sw_30181733.wav
ya mawaziri kumi na moja kutoka helzbolla 	female_feminine	3.9675	common_voice_sw_37214069.wav
baadae kuliundwa timu nyengine ya mpira wa miguu ambayo ni vuga boys 	female_feminine	5.1555	common_voice_sw_30653802.wav
kuchangia katika uhamasishaji wao wa muda mrefu kisiasa 	female_feminine	6.5235	common_voice_sw_30356900.wav
uu akielezea pengine inaweza ikawa hujma au kitu kingine 	female_feminine	5.9475	common_voice_sw_34906848.wav
mheshimiwa samia suluhu hassan alizaliwa januari ishirini na saba elfu moja mia tisa sitini 	female_feminine	9.2955	common_voice_sw_29789387.wav
watu waliyoshitakiwa alikuwa nahodha na mkuu wa bandari ya kemondo 	female_feminine	8.08765625	common_voice_sw_30005015.wav
waasu wakaanza kuitwa wapare kwa maana ya wapige 	female_feminine	5.3355	common_voice_sw_29797418.wav
huku wakiendesha mipango yao ya kudai uhuru wa nchi zao 	female_feminine	5.1555	common_voice_sw_30189268.wav
kuna namna mbalimbali ya kutaja mipaka ya siberia 	male_masculine	4.9035	common_voice_sw_29686659.wav
kurudi nyuma kwa uchumi walikadiria makali yake kwa kiwango cha chini mno 	female_feminine	6.1635	common_voice_sw_29923206.wav
ambazo zingine na zile sifurahie akaruhusu ziendelee katika 	female_feminine	4.8675	common_voice_sw_37090203.wav
takribani kilomita sabini na tano kaskaziini mwa jiji la daressalaam 	female_feminine	5.3355	common_voice_sw_30377006.wav
mjerumani heinrich hertz alitagundua mawimbi ya sumakuumeme 	female_feminine	6.9555	common_voice_sw_35214151.wav
mabadiliko hayo yalimpa raisi uwezo wa kuteua watanzania kumi kuwa wabunge 	female_feminine	7.7475	common_voice_sw_29799459.wav
mwaka wa elfu moja mia nane tisini na nane 	female_feminine	4.5075	common_voice_sw_30495726.wav
uwezo wake wa kubuni vitu mbalimbali kiasi cha watu kudiriki kusema alikuwa injini ya 	female_feminine	6.0555	common_voice_sw_34980409.wav
nilikuwa siamini kwenye suala la kutoka kwenye janga la uteja 	female_feminine	6.7755	common_voice_sw_34597698.wav
wanyama na mimea pamoja nawakazi wa eneo hilo ni milioni moja 	female_feminine	6.7755	common_voice_sw_30308432.wav
ambaye amewasili katika viwanja hivyo vya uhuru 	male_masculine	3.7875	common_voice_sw_36381533.wav
nahodha huyo raia wa argentina alivunja rekodi ya mechi mia saba sitini na saba 	male_masculine	5.6955	common_voice_sw_30635700.wav
kusafirisha watumwa afrika katika ya karne ya kumi na tisa kutoka kitabu cha livingstone 	female_feminine	7.6755	common_voice_sw_35438525.wav
ukiambiwa unapaswa kuwekwa karantini usiogope 	female_feminine	4.5435	common_voice_sw_30629813.wav
hata hivyo ongezeko la hali joto litazidi 	female_feminine	3.6075	common_voice_sw_31446931.wav
rais wa tano john pombe magufuli chama cha mapinduzi 	female_feminine	7.0275	common_voice_sw_30382277.wav
ulifanyika mjini mombasa bila idhini ya mwenyekiti wala kamati ya chama 	female_feminine	6.0555	common_voice_sw_35103347.wav
jimbo uko la atlantiki na upande wa mashariki ya nchi 	female_feminine	6.5955	common_voice_sw_29655504.wav
mtoto hatuwezi kuacha kuzungumzia afya ya mama 	female_feminine	4.9755	common_voice_sw_30659531.wav
wakati huo ikiwa tanganyika na ujerumani yenyewe wanakotokea akina hiss 	male_masculine	4.9035	common_voice_sw_29937942.wav
tafiti zimeonyesha hata damu iliyokauka huwa na uwezo wa kuambukiza virusi hivi 	female_feminine	6.4155	common_voice_sw_29797543.wav
mafunzo huhusisha uchapa kazi malezi na makuzi ya watoto 	female_feminine	4.7955	common_voice_sw_30028960.wav
luteni kanali morrison singano akawa anatuma ripoti za ilani 	female_feminine	5.4435	common_voice_sw_30574907.wav
