audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30143870.wav	lakini pia wakiwa bado wanaendelea kujiuliza ni ajari ngapi za vyombo vya majini zimetokea 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30470930.wav	mwili wote wa nyangumi unalingana na maisha ya majini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29937908.wav	baada ya hapo mourinho akaondoka kwenda nchini hispania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30380153.wav	mabadiliko hayo ni katika mlo wa kimasai kuelekea bidhaa zisizo za mifugo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28661947.wav	lakini pia kuna maambukizi ya hatari kama vile nimonia inayoweza kusababisha kifo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791527.wav	mwaka huohuo luther aliitwa mbele ya bunge la ujerumani ili ajitetee 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28878449.wav	ni makao makuu ya mkoa wa mara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30583012.wav	hifadhi hiyo inajumuisha mlima kilimanjaro inayozungukwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29939201.wav	lakini inaelekea mipango haikuwa sawia na mategemeo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30150965.wav	inaongezeka pia hifadhi ya taifa ya nyerere 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30569737.wav	wajita ni watu wachapakazi sana na wasiopenda dhihaka kwenye kazi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30577843.wav	alikuwa mmoja wa washitakiwa zaidi ya nia moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36641431.wav	wanasema mtazamo wa rais huyo kwa jamii ya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32323575.wav	uwedhekano uko wa mwenechu kuwa moya wao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997547.wav	arsenal walilala kwa mabao mawili kwa moja dhidi ya vijana wa frank rijkard 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29978993.wav	baadhi ya wanafunzi wamekuwa hawalipi ada kwa wakati hivyo kupelekea kuzuiwa kufanya mitihani yao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29174553.wav	hasa katika nchi za ulaya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29841705.wav	isimamia ya afghanistan marekani nao kama 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31409822.wav	kutoka daressalaam mpaka mkoani singida katikati mwa tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30628538.wav	pamoja na kujenga hoteli kubwa za kitalii ndani ya hifadhi hizo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37086091.wav	imerejea na kuweka nguvu kwenye kujijenga 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37092541.wav	nambari ya saba ilichukuliwa na msichana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29941508.wav	hata hivyo maisha ya binadamu hutegemea mazingira yake yanayomzunguka katika kujikimu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29795605.wav	mamba hujipatia chakula chao kupitia swala pofu na paa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30143560.wav	wanyama aina ya kimapunju ndicho kivutio kikubwa kwenye msitu wa jozani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582431.wav	lakini hii si kweli wakati wote 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690104.wav	majengo ni kati ya sehemu za kale kabisa za mji wa mbeya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30057944.wav	mkwawa alikuwa mtemi na kiongozi mkuu wa kabila la wahehe katika tanganyika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342834.wav	mlima kilimanjaro unashika nafasi ya pili duniani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30179909.wav	viongozi hao ni mwalimu julius kambarage nyerere na sheikh abed amani karume 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36374958.wav	kuwa kiko tayari kujiunga na serikali inayoongozwa na mfuasi wa chama cha hezbollah najim 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31812142.wav	watu wanaoshughulika na wanyama walioambukizwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29513245.wav	ni msimamizi wa wakulima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30047626.wav	taarifa ya msiba ilitangazwa na rais john pombe magufuli 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29922714.wav	lilifaulu kutetea eneo la ukoloni wake dhidi ya mashambulio ya kwanza ya waingereza 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29863171.wav	kaseja alikuwa anaingia katika kikosi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36387573.wav	tukiendelea kubaki katika sakata la korea kaskazini waziri mkuu wa japan nao tu khan 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31409500.wav	jamii zinazosahaulika huunganishwa katika kundi la suba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31472770.wav	arsene wenger hakuwahi kutwaa ubingwa huo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35132512.wav	ngoma hizo huchezwa watu wakiwa wamevaa nguo za asili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30355651.wav	huko alijenga juu ya jiwe liitwalo wahi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29939484.wav	amuone mtaalamu wa afya au atembelee kituo cha ukimwi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28259031.wav	hiki ni chombo kikuu kabisa cha utawala wa kijiji 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067425.wav	viazi viliingia vikiwa imara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30181584.wav	mashindano ya kuongeza silaha mpya yalishinda uwezo wa uchumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36013444.wav	waturuki wakati wa enzi ya ottoman wanaishi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35224178.wav	kijeshi lakini kilikuwa kinajinasibu na kujiendesha kwa tamaduni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28682744.wav	asili na maana ya jina la mto haijulikani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30341845.wav	walikuwepo ila kama wamisheni na sio watawala 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30016500.wav	bila kusahau kiteto na simanjiro zinazokamilisha jumla ya wilaya tano za mkoa wa manyara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32091422.wav	jumaa taswali tena 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30020947.wav	faida za vyakula mwilini vimeanishwa kwa mlaji ni vizuri kujua faida za chakula unachokula 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29724809.wav	pingili ya tatu ina nywele fupi na ngumu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29935941.wav	ameshinda ubingwa wa uingereza mara mbili tangu awasili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997330.wav	hatari hiyo inasababishwa na mabadiliko ya nchi na ujangili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36390528.wav	zaidi ya aina million mbili nukta mbilu za wanyama huishi baharini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29573416.wav	licha ya sifa duni nchini imeendelea kiuchumi kilimo kisiasa miongoni mwa maendeleo mengi sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090151.wav	linachukua waumini mia moja hamsini mpaka mia mbili kwa wakati mmoja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30223634.wav	pamoja na mwisho wa ukoloni wa taifa la ujerumani duniani kote 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942994.wav	juu ya kesi hiyo inawakabili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582779.wav	shule ina kampasi tatu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37086886.wav	biashara hiyo iliendelea kwa siri katika maeneo mengine 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30718368.wav	nilijikuta nauliza bila kupata majibu yake 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29253204.wav	tangu zamani anaheshimiwa na wakatoliki na waorthodoksi kama mtakatifu na babu wa kanisa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30046290.wav	mbuni na kiwi wana miguu mirefu na shingo ndefu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37083892.wav	eeh uchumi ukiangalia kwa undani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31306804.wav	hata bila ada ya uhamisho ni klabu chache sana tajiri zingeweza kumsajili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30006140.wav	kadri ya kilomita tano kutoka mji wa sasa wa bagamoyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36381427.wav	matokeo kamili yanatanzamiwa kutangazwa mwezi ujao na ikiwa hali itasalia kuwa kama ilivyo sasa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37087536.wav	ionekane kwamba inatekeleza uongozi bora 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30146114.wav	hii ni kati ya nchi za afrika zilizoko nyuma katika utumiaji wa teknolojia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29422564.wav	imekuwa pia mila ya pekee kwenye kisiwa cha pemba tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36944957.wav	namna wachambuzi wa maswala ya kisiasa wanavyosema 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29847086.wav	usafiri wenyewe uwe wa kukodi au wa kwenu wenyewe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29546516.wav	hali ya kifo chake haijulikani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997161.wav	mwinyi anaamini kuwa mafanikio yapo kwa kujituma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29797212.wav	akijulikana kwa jina maarufu kama oracle omaha buffet 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36365270.wav	alipokuwa msichana mkubwa wa kujiunga na chuo kikuu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28994731.wav	ngano ambayo ni mazao makuu asia ya kusini ndiyo inayotumiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29605527.wav	kutokana na nusu zake alianzisha mbingu na nchi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31409226.wav	uliendelea kuwa makao makuu ya mkoa wa ruvuma wakati wa utawala wa waingereza 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28691316.wav	kumbe walio wengi ni wabantu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36040101.wav	i marekani na canada lakini kuna mwingine tena amerika ya kusini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29988512.wav	yanaweza kupunguza sana mwenendo wa ugonjwa huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37222520.wav	tanzania inakua kwa kasi katika teknolojia ya mawasiliano 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30306851.wav	mafanikio hayaji bila kuweka jitihada za kutosha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30337426.wav	tarehe saba mwezi wa kwanza mwaka elfu mbili na kumi na sita 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30019834.wav	jambo ambao liliamsha hisia za wengi kuhusu uchumi wa muda mfupi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36944790.wav	ambayo yaliwasaidia wanavijiji kujenga madarasa sitini na saba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29947099.wav	huchemshwa katika maji na kutumiwa peke yake au huongezwa kwa supu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29904645.wav	bluu na nyeusi na milia huvaliwa kama zilivyo miundo na rangi za kiafrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31433307.wav	wanyama kadhaa wanapatikana kwenye msitu unaozunguka mlima huo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31304598.wav	mwaka uliyofuatia akatimkia bayern munich 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36642513.wav	na yatupelekea kuwa na wasiwasi katika matokeo ya uchaguzi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35132700.wav	alimuuliza kama aliyemkata alikuwa ni mwanamke au mwanaume debby alijibu ni mwanaume 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936834.wav	yapo makampuni makubwa kutoka nje ya taifa hilo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29962569.wav	watalii kutoka africa mashariki wanalipa kiasi elfu mbili mpaka elfu kumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30667252.wav	ukimwi ulitambuliwa mara ya kwanza na vituo vya kuzuia na kudhibiti magonjwa huko marekani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28695360.wav	duniani kasoko zinapatikana mara nyingi kutokana na milipuko ya volkeno au milipuko mingine 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36383915.wav	alikaanga nyama alizokuwa amenunua 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30634784.wav	pombe za kienyeji kama ulanzi ili mtoto asisumbue 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796518.wav	umahili wake wa kazi ulifanya apendwe na kila mtu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37098766.wav	michezo ya karata bao la solo huwakutanisha wao pamoja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29981804.wav	kaburi lote lilifunikwa kwa paa la manyasi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29995152.wav	ufaransa wakapoteza kombe kwa mikwaju ya penati 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29937887.wav	allofs alishinda tuzo ya kiatu cha mfungaji bora 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28825451.wav	kuna mbinu mbalimbali kupanga historia hii na kutambua ngazi za maendeleo ndani yake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30579271.wav	tulisema akiendeleaendelea kuleta ndege zake tutaendelea kuziangusha kila zinapokuja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025312.wav	maelfu ya wazee kwa vijana walijitokeza kuomboleza kifo chake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29902194.wav	akatimkia uingereza kujiunga na matajiri wa man city 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582548.wav	akajiunga na chuo cha ualimu mtwara 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653757.wav	mchanga huo husafirishwa na upepo bila kuacha mabaki nyuma 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31433677.wav	inayokamilisha jumla ya wilaya saba za mkoa wa pwani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35867379.wav	ya petroli ya mara kwa mara kuhakikisha ya kwamba nchi zinazolalisha mafuta 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30630267.wav	kiongozi wa chama abeid karume asiyekuwa na msimamo mkali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29924114.wav	je mtakuwa na mpishi wenu au mtajibebea vyakula vyenu wenyewe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31433306.wav	ya kigaidi dhidi ya marekani na rafiki zake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30008644.wav	baadaye alihama madeira kujiunga na wachezaji wengine vijana katika klabu hiyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342583.wav	mida ya jioni abiria hujivuta kwenda kupanda boti tayari kwa safari ya kurudi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30365411.wav	tabia zake zimekuwa kivutio kwa watalii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681850.wav	alisoma sayansi ya siasa na sayansi ya mazingira 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30313939.wav	kwake ilikuwa njia tu ya kupita muda hadi aliweza kurudi ghana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31433284.wav	virusi hivi vimetengenezwa mahususi kuwamaliza waafrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342894.wav	mwalimu wake wa ujerumani alitangaza kuwa uganda ni ya waganda 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36013991.wav	ni kipi kikusikitishacho 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30091560.wav	baggio alikuwa miongoni mwa wachezaji waliofanya vizuri 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30144194.wav	raisi kikwete alizaliwa wilaya ya bagamoyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681243.wav	iko katika magharibi ya kati ya marekani bara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29811031.wav	mageuzi ya ajabu ndani ya kesho yako 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30122586.wav	wasukuma ndio kabila linalofuga ngombe wengi zaidi kati ya makabila yanayofuga 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29980181.wav	kuna viumbe hai aina tatu vikiishi kwa pamoja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31409223.wav	hadi leo machame na marangu ni majina ya vitongoji huko mkoa wa mara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582897.wav	halmashauri ya wilaya ya mlele na halmashauri ya wilaya ya mpimbwe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29321994.wav	vilevile hakuna tiba bora kwa aina endelevu za ugonjwa huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34764981.wav	kwa hiyo ni nini mimi siwezi nikajibu kwa maana ya kulaumu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34826503.wav	alirusha vitu juu ya meli watu wapate cha kushika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30671205.wav	aina za samaki wanaozalishwa kwa wingi ni sato au ngege na kambale 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29982111.wav	kutoka mji wa kilwa masoko hadi kufika kilwa kisiwani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30017653.wav	na hifadhi za kaskazi mwa tanzania ambazo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29772001.wav	barabara nyingine ni za udongo tu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29993786.wav	inaaminika pia kuwa kurudi kwao wakati wa krismasi ni pamoja na kutembelea ndugu zao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35224272.wav	kukubali utumwa au la madola ya kusinimashariki yalitangaza 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36037731.wav	ukubali huo ulipelekea mwitikio usiyofaa wa janga hili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30584817.wav	plasmodium malariae anayepatikana dunia nzima ni kimelea wa tofauti na wa pekee 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30380378.wav	ndizi wali kwa wale wanaoishi maeneo ya tambarare kama ndungu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223256.wav	sehemu kubwa ya hifadhi ya wanyama ya serengeti iko ndani ya mkoa wa mara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36387327.wav	eloi eloi lama sabakthani maana yake mungu wangu mungu wangu mbona umeniacha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37224189.wav	asilimia arobaini na tano ya mapato ya ndani ya nchi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29994652.wav	hadi mwaka elfu mbili na tano akijulikana mzee wa ukweli na uwazi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30471008.wav	ugonjwa huo ulimsababisha kupoteza maisha yake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30323668.wav	sisi tumezaliwa tumelikuta kutokana na shimo hilo kutotengenezwa na mtu yeyote 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37216358.wav	miongoni mwao ni mashujaa wanane wa soviet union 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796258.wav	wamasai wanaamini mchanga huo ni mtakatifu na unafaa kwa ajili ya matabiko 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997361.wav	wamasai wa tanzania walifukuzwa kutoka ardhi yenye rutuba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29957309.wav	hivyo wazee walishauri wahame watu wachache ili kuangalia kama nchii hiyo ni haribifu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36388884.wav	madarakani kutokana na kusumbuliwa na maradhi ya tumbo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30327555.wav	katika kipindi cha miaka kumi ya hivi karibuni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30179847.wav	michuano yote inayochezwa ulimwenguni inalipa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386408.wav	aliendelea kuendesha akifuatilia mahali ulipotokea ule mkito wa muziki 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30485802.wav	wateka nyara hao waliingia ofisini humo taratibu kabla ya kupaza sauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28306011.wav	palikuwa na vita kati ya nchi hizo mbili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30471026.wav	ureno ilikuwa na kikosi imara kiasi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34746636.wav	ilipotimu saa nane kamili usiku polisi walitanda kutaka muziki uzimwe na 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30090713.wav	chimbuko ni istilahi yenye maana ya kitu fulani kilipoanzia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35280825.wav	maambukizi yanaweza kusambaa kupipitia mabomba ya sindano 	1
