audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30142556.wav	kila sehemu unayopita utakutana na mto unaotiririsha maji 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30658802.wav	upande wa biashara tanzania ilisitisha kuagiza bidhaa kutoka kenya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34750536.wav	fursa nyingine ni uvuvi wa bahari kuu ufugaji samaki na mazao ya bahari 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30633152.wav	mfano mfumo maarufu wa nne tano moja unakuwa na mabeki wanne 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30436690.wav	simba huwindwa wanapowaua mifugo yao hwauwa pia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28669844.wav	tofauti ni kwamba koloni liko kabisa chini ya utawala wa nje 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31949900.wav	bomoa iyo nyumba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936976.wav	adolf anasema hilo sio tatizo kubwa kwa sababu hakuna anayemdhuru mgeni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30434264.wav	hasa yale ya chakula na biashara 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30657071.wav	mlima yamba na milima ya yaruvano mwisho kabia ni mlima zumbu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28682803.wav	pia alidai kuwa rais kibaki alikuwa makosa katika jambo hilo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29484382.wav	muhammad aliishi miaka kama arobaini bila kuwa na imani ya mungu pekee 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36383737.wav	aa hapa idhaa ya kiswahili ya redio france international 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35279278.wav	barafu ya icebergs ni marafiki wa meli katika atlantiki ya kasikazini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34962742.wav	ninaitwa dana unaitwa nani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37101488.wav	usipo harakisha utabaki nyuma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34947062.wav	karibu katika awamu nyingine na sasa tuanzie nchini cote de voire 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28814691.wav	kuna watoto wengi wanaoishi bila wazazi wala familia kwenye barabara za kinshasa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938346.wav	iliachana na ushiriki wa vita hivyo vya mataifa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690971.wav	kundi hili lipo afrika ya kusini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30038288.wav	kilomita za mraba mia mbili na ishirini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30718194.wav	huonekana wakati tayari ini limenyauka au lina kansa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29663288.wav	ndani ya rasi ya skandinavia kuna nchi za uswidi na norwei 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37217072.wav	ee na na inapokuwa ni kesi kama hii ya madawa ya kulevya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582159.wav	idadi ya wasemaji nchini myanmar haijulikani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30032406.wav	wasukuma ni miongoni mwa kabila mojawapo kati ya yale mia moja ishirini na moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30103675.wav	vyanzo mbalimbali vinasema ya kwamba alizaliwa elfu moja mia tisa ishirini na tano 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30355412.wav	kutoka daressalaam mpaka kahama mkoani shinyanga 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942396.wav	tuna maziwa tuna misitu tuna milima 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30718321.wav	yani wengine walitumia mapigano au vita kuwafurusha wazungu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29794563.wav	katika hatua hii ndio uamuzi unachukuliwa wa kutahiri wavulana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31284655.wav	hakuwa na uwezo wa kucheza soka la kiwango cha juu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29797029.wav	jina linatokana na lile la mto mara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28704537.wav	mmojawapo maji yanafikia ziwa tanganyika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35683371.wav	uchumi na matumizi ya ardhi nchini uturuki 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28583492.wav	walipewa maelekezo ya kila mtu kutunga nyimbo moja ya mazingira 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025689.wav	kwa maana ya watu wanaotoka katika kijiji cha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29736137.wav	idadi hii ilikua tena 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29591999.wav	iko upande wa kusini wa kisiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34390842.wav	kujiuzulu kutokana na chama hicho kutajwa kuhusika kwenye uchunguzi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37215140.wav	baadhi ya sehemu nchini tanzania watu wanazikwa wakiwa wameketi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31325204.wav	mimi ni mtoto mdogo sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223857.wav	imani hiyo hadi urusi mtemi wa kiev vladimir mkuu alipokea 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582715.wav	kila mmoja ana haki ya kuwa na siri zake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582798.wav	magufuli alisema ataendelea kumkumbuka mzee mkapa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37212146.wav	na shirika la marekani la dawa za kulevya kwa pamoja zilitoa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30114738.wav	hifadhi inafikika wakati wote wa mwaka hasa mwezi disemba mpaka februari 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936666.wav	eneo hilo limetengwa kwa ajili ya uhifadhi wa viumbe vya baharini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29790889.wav	utalii wa amboni hutegemea zaidi matumizi ya tochi kwa sababu ya kiza kinene pangoni 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29937102.wav	ulikuwa asilimia hamsini za wastani wa wamarekani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29798418.wav	hali hiyo ilianza kubadilika baada ya miaka kadhaa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30209929.wav	mpira wa uingereza ulikuwa wa pasi tatu kisha goli 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30107678.wav	wanacheza kwa siku nne siku mbili zikijulikana kama siku nyeupe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29976799.wav	milima ya nyabweshongoile na milima ya nyakagando 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29798416.wav	kaburi la barbosa lilitengwa na wabrazil 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28670603.wav	kwa matumizi kwenye ndege kuna vipimo sanifu vidogo zaidi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30380775.wav	magufuli alijipatia shahada yake ya uzamili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35156095.wav	akiangazia hatua ya kuanza kuandikisha kwa wapiga kura nchini sudan 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30526933.wav	rangi pia huonyesha dhana na vipengele muhimu katika tamaduni 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36387987.wav	mlima huo uliopo mkoani kilimanjaro unatofautiana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36944892.wav	wamekuwa wakidhani kwamba mkoa huo una kabila moja tu wakurya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223396.wav	italia kwa papa akajaribu kujenga umoja wa kanisa ila haukutekelezwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30437542.wav	watu wote nchini walimpenda kwa kuwajali wanyonge 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29611177.wav	watu walianza kupinga serikali na kuchukua silaha katika sehemu mbalimbali za nchi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30658747.wav	wabena kabila linalosifika kwa ukaribu sana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30175984.wav	dhidi ya marekani na kila rafiki wa marekani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28259031.wav	hiki ni chombo kikuu kabisa cha utawala wa kijiji 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34746343.wav	leo ni siku njema kama ilivyo onekana asubuhi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32211940.wav	nasikia kwanuka harufu mbovu sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29898552.wav	soka la china linahitaji mwalimu kama pep guardiola 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34958150.wav	isa tisini na moja walikuwa boris yeltsin na vladimir putindmitry medvedev alichaguliwa kuwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30326925.wav	mzee mwinyi kabla hajatawala tanzania alikuwa visiwani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386423.wav	na wazo lingine linalodai kwamba katika vipindi kongwe vilivyopata kuwako sehemu za pwani ya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36616998.wav	aliyeandika waraka hadharani kupinga hatua ya kuigeuza chato kuwa mkoa kamili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31997277.wav	rehema anaishi mombasa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28592246.wav	kiasili sinodi ilikuwa mkutano wa maaskofu wa eneo fulani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29897031.wav	kabla ya miss tanzania alishindana katika miss kurasini elfu mbili na sita 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37212059.wav	tunaangalizia ligi kuu za soka katika mataifa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29789914.wav	bila shaka ataacha rekodi ambazo zitakuwa ngumu kuvunjwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29906405.wav	unapoona ndege tausi kainua mkia basi hapo ni kipindi cha dume huyo kuhitaji jike 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29935937.wav	nono alikuwa mtawala wa mwisho wa wenyeji asilia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30024375.wav	utatembea sana kliko vitu vyote ukipanda mlima huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35108361.wav	hifadhi ya taifa ruaha inapatika iringa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35408991.wav	ya chama cha mapinduzi wanaokifahamu chama hicho kwa undani uzoefu wa namna hiyo ni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938771.wav	baadhi ya nchi zinazopatikana pembeni mwa bahari hii ni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025117.wav	kabla ya wangoni kuja songea na kujenga makazi yao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30630996.wav	wasifu wa magufuli unaonyesha kwamba alipata cheti cha stashahada ya ualimu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30240948.wav	kumbukumbu ya uasi dhidi ya wanafunzi kumi na sita 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36365344.wav	raslimali zinazohitajika ili kushughulikia tatizo la 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223451.wav	huruma na mapenzi yao yanawafanya wawe karibu na mungu wao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30585144.wav	hadi mwaka wa elfu moja mia nane themanini na tisa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29944862.wav	pamoja na kuenea kwa elimu juu ya ugonjwa huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582627.wav	vikosi vya castro viliingia havana mwaka elfu moja mia tisa hamsini na tisa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787755.wav	padre paul haule alianza kujisikia vibaya siku ya jumatatu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791825.wav	amin pia alikuwa mchezaji wa michezo aliyekuwa akifanya michuano ya nguruwe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29940407.wav	nchi sasa inapoteza dira hamna viongozi bora ila kuna bora viongozi aibu kwa watanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34840208.wav	karatasi kubwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30630847.wav	zinafanyika shughuli za usafirishaji wa mizigo na abiria pia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942513.wav	maafisa afya ndio waliopewa jukumu la kuizika miili hiyo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29788683.wav	hivyo waliwafukuza kwa kupigana kama ilivyokuwa kwa makabila mengi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28971638.wav	chaji hizi mbili ni kinyume zinaitwa chaji hasi na chaji chanya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36250933.wav	karatasi nyeusi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025168.wav	jim thompson aliandika mnamo mwaka elfu moja mia nane themanini na tano 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36617434.wav	karagwe kwenye njia kuu ya biashara ya kimataifa na kupunguza umaarufu wake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30075144.wav	forojo ganze aliyezaliwa mwaka elfu moja mia tisa na mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37084903.wav	wa uendeshaji wa serikali kwa sababu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574523.wav	vita wanatoka huko wakiogopa kuporwa utu na 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30677312.wav	mazao ya chakula na biashara kama mpunga katani na mahindi zimeinua maendeleo kiuchumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29793607.wav	apo awali alikuwa mfuasi wa dini ya kiislam 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35198958.wav	nichekeshe kibogoyo nami nipate kuwika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787857.wav	taifa la nigeria linachimba mafuta na kuyasafirisha katika masoko ya dunia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29368789.wav	ni mnara wa jiwe uliopakwa rangi nyeupe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30055820.wav	wakati wa uhuru wa kenya sehemu hii ikaingizwa katika jamhuri ya kenya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37096435.wav	katika maeneo ya mpwapwa na dodoma mwaka 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35964218.wav	kama mtetezi wa masuala ya uongozi bora rais huyo mpya wa malawi anayezungumza kiingezera 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936259.wav	huku upande wa mama akiwa na asili ya italia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35106092.wav	kiswahili nchini kenya licha ya kuwepo kwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342860.wav	pia wanapewa ajira kwenye viwanda vya uvuvi vilivyojengwa kwenye maeneo hayo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29961190.wav	mjerumani wolfgang overalh alikuwa mchezaji bora wa michuano ya kombe la dunia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30307688.wav	abooud jumbe alichaguliwa kuwa rais wa zanzibar 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28814453.wav	wadudu barafu wanatokea amerika ya kaskazini na asia ya mashariki juu ya milima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37089503.wav	tisini na nne chini ya utawala wa chama kimoja wa dikteta hastings kamuzu banda 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29902528.wav	hata hivyo mabadiliko hayo bado yaliendelea kulalamikiwa kwa kutoweka bayana uwajibikaji wa viongozi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32212298.wav	ni hewa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30073350.wav	magufuli ndio alikuwa chaguo langu la kwanza halafu nikaongeza na wengine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29430620.wav	mapema alianza kuheshimiwa kama mwenye heri 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31446990.wav	walikuwa wanasema huyu ni nani labda atakuwa mtu mzima fulani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30261269.wav	kaunda alikagua gwaride la jeshi mara tu baada ya zambia kupata uhuru 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30179631.wav	walisema hao walikuwa ni washauri wa kijeshi na si wapiganaji wa mstari wa mbele 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30131782.wav	vitu vingi katika maisha vinaweza kujaribu kukuondoa kwenye malengo yako 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942763.wav	kijamii ya kiutu uzima kwa wakati unaotazamiwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30003829.wav	wilaya ya rungwe ni eneo lenye mvua nyingi katika tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32210947.wav	sauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31271677.wav	oliver kahn alikuwa kwenye kikosi cha ujerumani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796307.wav	ubovu wa barabara hizo umechangia kwa kiasi kikubwa kukwamisha usafirishaji wa pembejeo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342562.wav	na kuwaondolea shida ya maji ambayo imekuwa ni tatizo kubwa kwa jamii za kiafrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28691073.wav	saratani ilikuwa imemuenea sana mwilini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36807759.wav	awali mpinzani mkubwa bonny ayai adeehu benji 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29962873.wav	twiga wa kundi moja hawachangamani na twiga wa kundi lingine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30337459.wav	vijana wengi wa kiluguru waliamua kubaki katika ardhi ya wandengereko 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37222990.wav	futi kumi na tisa sawa na mita tano nukta tano huku jike akiwa na 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30628910.wav	akiwa uhamishoni amin alifadhili mabaki ya jeshi lake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29790078.wav	hifadhi hii iko umbali wa kilometa mia moja ishirini na sita 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30234193.wav	tanzania imebarikiwa utajiri wa misitu iliyotunzwa ya kupendeza 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37096132.wav	wapenzi wa jinsia moja wapigwa picha nchini kenya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35206744.wav	ya watu ambao hawakuwa wamevaa barakoakitendo hicho kwa wakosoaji wake kilimweka katika kundi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30379743.wav	mji mkuu katika kabila la upare ni maore ulioko wilaya ya same 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35409396.wav	ule umoja wa vyama vya wafanyikazi uliokuwepo ukiwakutanisha vyama vinane 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37097991.wav	utawala wa kiroma lakini waliheshimiwa sana na wananchi wa kawaida 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30351406.wav	ibara ya thalathini na saba kifungu kidogo cha tano 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021664.wav	ni mfanyabiashara na mwanasiasa ambaye pia amewekeza katika kandanda 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31326459.wav	chimbuko la utamaduni huo linaaminiwa kuwa barani ulaya katika karne ya kumi na sita 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28666520.wav	aliyemfuata kama tenno ni mwana wake go fushimi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34823316.wav	ana mpango wa kusafiri ngámbo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997333.wav	hata wazee husimulia hivyo kwa watoto wao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36644621.wav	baada ya hapo wao huingia chumbani kwao kwa mtanange mujarab kabisa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30173742.wav	watapata ajira ama kufanikiwa katika baadhi ya mambo waliyoyataka 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37225998.wav	alikufa mjini jeddah tarehe kumi na sita agosti mwaka elfu mbili na tatu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681440.wav	maua ni meupe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385776.wav	hao na wakristo wa kwanza walio wengi waliishi chini ya serikali ya roma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30341829.wav	hata hivyo mila na desturi nyingi za wagweno zinafanana zaidi na zile za wapare 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29779678.wav	maneno haya mawili hutumika kwa kubadilishana mara nyingi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30075908.wav	mama hupewa maji katika kibuyu ili ayanywe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29848004.wav	kitulo na udzungwa ada yake kwa mtu wa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29794165.wav	lakini wafanayakazi wa mashamaba haya walikuwa ni wenyeji 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35099411.wav	zinazofikia ishirini na sita mwaka elfu mbili na elfu mbili na moja alifanikiwa kupata 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29960695.wav	mashamba hayo hayawezi kudumisha idadi kubwa ya wanyama 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30631353.wav	mwombaji akiamua mwizi auawe basi kwa vile anaonekana kwenye matambiko 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386568.wav	los angeles na chicago marekani ni nchi iliyoendelea na yenye 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067467.wav	mtazamo wa mahakama haukuwa kwenye mauaji ya kimbari 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37093211.wav	daktari alimtibu mgonjwa aliyekuwa hali mahututi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37089095.wav	ndugu yangu alinunua simu jana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34598426.wav	amezungumza na wanahabari katika jiji la tripoli 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681834.wav	lakini imani iliendelea kwa siri 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090203.wav	ambazo zingine na zile sifurahie akaruhusu ziendelee katika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28682619.wav	linafuata mapokeo ya antiokia na kutumia liturujia ya antiokia 	1
