sentence	gender	duration	audio
kuna baadhi ya koo katika wajita zinaheshimu sana chura 	female_feminine	6.1635	common_voice_sw_29811313.wav
shirika kama royal niger company zilipata maeneo 	male_masculine	2.8875	common_voice_sw_37223773.wav
ningependa kuelezea masikitiko yangu kwa kumpoteza kijana wa afrika 	female_feminine	6.89965625	common_voice_sw_30003841.wav
hatuhesabiwi haki tukiacha mabaya na kujaribu kutenda mema 	female_feminine	6.79165625	common_voice_sw_30122078.wav
ya kutembelea hifadhi kubwa kama tatu nakupewa 	male_masculine	3.9675	common_voice_sw_30021420.wav
katika bara la afrika ipo kenya na ethipia pamoja na zimbabwe 	female_feminine	6.1275	common_voice_sw_29923866.wav
kwa kiasi cha asilimia ishirini aliweza kugundua aina nadra sana ya bakteria 	male_masculine	6.7035	common_voice_sw_30021362.wav
hata wakati wa vita vyake dhidi ya wajerumani mkwawa aliwaheshimu wageni wake hawa 	male_masculine	7.4955	common_voice_sw_30144395.wav
sehemu hiyo inadumisha utalii wa kihistoria ndani ya tanzania 	male_masculine	5.9835	common_voice_sw_29895682.wav
kaka yangu amesafiri 	female_feminine	2.0235	common_voice_sw_35279241.wav
ya chakula cha jioni bila mapema kuliko 	male_masculine	3.7155	common_voice_sw_36375144.wav
bora zaidi kwa mgonjwa wa kisukari aina ya kwanza kuliko vile vyenye nyuzinyuzi chache 	male_masculine	8.1435	common_voice_sw_30090717.wav
ambapo kwa wakati huo alizaliwa katika eneo hilo 	male_masculine	4.2555	common_voice_sw_37097102.wav
wake mwenye fadhila ambaye atamtunuku haki yake naye mnyenyekevu 	male_masculine	4.5435	common_voice_sw_37101778.wav
ukiachana na changamoto ya vumbi bado hakukuwa na madaraja 	male_masculine	5.0835	common_voice_sw_30582863.wav
liemba itakuwa inatimiza miaka mia moja kamili tangu ianze kuelea kwenye ziwa tanganyika 	male_masculine	8.6475	common_voice_sw_30631315.wav
mume kutokuja hospitalini siku mbili 	female_feminine	4.4355	common_voice_sw_35183427.wav
hivyo kondomu huwa haifuniki sehemu yote ya siri ambayo hukutana wakati wa kufanya ngono 	male_masculine	8.4675	common_voice_sw_30180215.wav
milima ya mbarika na milima ya mbeya 	male_masculine	5.1555	common_voice_sw_30144116.wav
mwezi wa tatu na ule mwezi wa tano na msimu mfupi 	male_masculine	4.9755	common_voice_sw_30631097.wav
kitabu kilikuwa kama bomu kati ya watu wa sayansi na wa dini 	male_masculine	6.1275	common_voice_sw_28695873.wav
mbuni dume anatumia mbawa zake kumvutia jike 	male_masculine	7.0275	common_voice_sw_31472857.wav
ameonekana katika filamu nyingi za marekani 	female_feminine	3.6435	common_voice_sw_29476762.wav
ipo mipaka ya ardhini kwa maana ya nchi kavu 	male_masculine	5.0835	common_voice_sw_29887539.wav
wanafunzi wa kwanza walianza kozi zao januari ya mwaka ya mwaka huo 	female_feminine	6.3075	common_voice_sw_29677966.wav
watangazaji wawili redioni wanaweza kujadili mada nzuri 	male_masculine	4.5075	common_voice_sw_37229933.wav
lakini mufwimi akaogopa kwa kuona amefanya kosa kubwa 	male_masculine	7.0275	common_voice_sw_29788893.wav
majeshi ya baba yake hayatoshindwa 	male_masculine	6.3075	common_voice_sw_36040547.wav
simba kupanda miti siyo jambo la kawaida lakini manyara ni kama jadi 	male_masculine	5.1555	common_voice_sw_29981325.wav
baadhi ya wadau hao ni kilimo cha biashara karagwe 	male_masculine	5.3355	common_voice_sw_30365311.wav
akiptwa na mpinzani wake daktari salmin akipata asilimia hamsini nukta mbili nne 	male_masculine	7.7475	common_voice_sw_37094972.wav
hizi ni rangi za bendera ya ethiopia au rangi za umoja wa afrika 	female_feminine	5.9475	common_voice_sw_29589314.wav
nadharia zinaweza kutegemea utafiti wa aina tofautitofauti 	male_masculine	5.8755	common_voice_sw_29696820.wav
meyer alikuwa mtu wa kwanza kufika kwenye kilele cha mlima kilimanjaro 	male_masculine	4.9755	common_voice_sw_29995793.wav
licha ya kuiingizia nchi mapato makubwa pia ni maeneo yenye fursa kubwa 	female_feminine	7.3875	common_voice_sw_30299581.wav
uhusiano kati ya gluteni na viwango mbalimbali vya hisi ni tata 	female_feminine	5.3355	common_voice_sw_29611229.wav
ajira yake ilipatikana katika utawala wa bunge la senati ya ufaransa 	female_feminine	5.3355	common_voice_sw_29235084.wav
la misheni hizo lilikuwa kwamba liliambatana na uenezaji wa kijeshi wa 	male_masculine	6.8475	common_voice_sw_34746480.wav
ya ushirikiano na taasisi hiyo ya umoja 	female_feminine	3.7155	common_voice_sw_34764836.wav
malezi ya jones ilikuwa ngumu 	male_masculine	3.4635	common_voice_sw_28863635.wav
kati ya hao kuna wanaocheza timu za ligi kuu ulaya 	male_masculine	5.9475	common_voice_sw_30180459.wav
waliombukizwa virusi vya homa ya ini wakiwa watoto 	male_masculine	5.5875	common_voice_sw_29789083.wav
alipelekwa masomoni kwenye chuo cha kijeshi huko uchina wakati wa kurudi alipewa cheo cha 	male_masculine	7.3515	common_voice_sw_36385914.wav
mwaka elfu mbili kumi na mbili baada ya kufungua kampuni yake ya kidoti 	male_masculine	6.8835	common_voice_sw_29977790.wav
kufuatia ukosefu wa rasilimali watu yani nguvu kazi ya kibinadamu 	female_feminine	6.8475	common_voice_sw_29924843.wav
wahindi waarabu na wa persia walipagundua zanzibar kwa kupitia upepo mkali wa monsoon 	male_masculine	7.9995	common_voice_sw_36386017.wav
ni wa kwanza kutoka makabila ya waindio 	male_masculine	5.3355	common_voice_sw_28690032.wav
ivory coast ilikuwana kikosi cha dhahabu 	male_masculine	4.6155	common_voice_sw_30634755.wav
sayansi na afya unahitajikalicha ya makubaliano mapana ya 	male_masculine	4.3275	common_voice_sw_37223035.wav
kuvuka kwenda upande mwingine wa barabara kugonga kuni mara tatu 	female_feminine	4.6155	common_voice_sw_36732160.wav
benjamin mkapa alikuwa ni mwanadiplomasia na mwandishi wa habari aliyebobea 	male_masculine	4.8675	common_voice_sw_29943402.wav
dalili hasi ni pamoja na hisia bapa au hafifu 	male_masculine	5.8035	common_voice_sw_28691064.wav
katika wilaya ya mwanga kuna idadi kubwa ya waluteri na waislamu 	male_masculine	5.6955	common_voice_sw_29878166.wav
bairu walikuwa na koo kama mia moja thelathini 	male_masculine	4.4715	common_voice_sw_36386334.wav
wahenga walisema kizuri huwa hakidumu mwenyezi mungu ampumzishe kwa amani maalim self 	female_feminine	7.9635	common_voice_sw_29818047.wav
mji huo ulijipatia umaarufu sana mnamo karne ya kumi na tano 	male_masculine	5.8035	common_voice_sw_34890800.wav
alipata shahada ya uzamili ya maendeleo ya jamii kupitia programu ya pamoja 	male_masculine	5.5155	common_voice_sw_29988403.wav
ardhi ya afrika ina mafuta mengi na ya kutosha kila mahali 	female_feminine	5.2275	common_voice_sw_30053839.wav
maonyesho ya kubainisha fikira za kiuchumi mara nyingi hutumia michoro 	male_masculine	7.1355	common_voice_sw_30256961.wav
majaliwa aliteuliwa kuwa mkuu wa wilaya na kisha akajitosa kwenye siasa za ushindani mwaka 	male_masculine	6.5955	common_voice_sw_36375081.wav
hivi sasa bunge la ubeligiji limeruhusu uchunguzi maalumu kuhusu kifo cha lumumba miaka kadhaa 	female_feminine	5.9835	common_voice_sw_34946669.wav
ulileta matatizo makubwa kwa uchumi na hata njaa kwa 	male_masculine	3.6075	common_voice_sw_36319261.wav
televisheni inaweza kuonyesha picha kutoka sehemu mbalimbali 	male_masculine	5.2635	common_voice_sw_28669464.wav
mahitaji mengine hayahusiana na uagizaji wa bidhaa 	male_masculine	4.2555	common_voice_sw_37229822.wav
ulinzi zaidi uongezwe kuvilinda vivutio vyetu vidumu milele 	male_masculine	5.2275	common_voice_sw_30071738.wav
njiani aliangamiza vijiji alivyokutana navyo 	male_masculine	4.5075	common_voice_sw_30180898.wav
kabila la pili limemezwa na makabila mengine 	female_feminine	3.6075	common_voice_sw_30220643.wav
nasikia kwanuka harufu mbovu sana 	male_masculine	3.6435	common_voice_sw_32211940.wav
kati ya nchi hizo nyingi zilikuwa ni zile zizokuwa magharibi mwa bara la ulaya 	male_masculine	9.2235	common_voice_sw_31321201.wav
manchester united ilitwaa ubingwa wa ulaya kwa kuifunga benfica ya ureno 	male_masculine	5.9475	common_voice_sw_30450852.wav
alipenda viumbe wengine wa porini 	male_masculine	4.3635	common_voice_sw_36067295.wav
alisomea ualimu huko makerere kampala uganda 	male_masculine	3.4635	common_voice_sw_30026005.wav
majuto ni mjukuu gharama ya kutokufanya chochote ili kubadili hali ya watoto 	male_masculine	7.2075	common_voice_sw_30183103.wav
kusitishwa huku haya wakiarifiwa na matamshi kuzidi kushuhudiwa kutokana suala hilo 	male_masculine	7.9635	common_voice_sw_35132607.wav
kati ya miji yao ulikuwa karthago uliopanua utawala wake 	male_masculine	5.8035	common_voice_sw_36375308.wav
ujio wa pep ulizima moto wa borusia dortmund 	male_masculine	4.2555	common_voice_sw_29805618.wav
vile vile mkoa wa kagera upo kusini mwa ikweta 	female_feminine	4.1475	common_voice_sw_30325702.wav
wapo baadhi ya wanafamilia waliomwomba msamaha mama yao 	female_feminine	5.3355	common_voice_sw_30015708.wav
ameweza kujilipia ada 	male_masculine	2.7435	common_voice_sw_32295878.wav
liwasheni taa zenu ili ziwake zote 	female_feminine	3.6435	common_voice_sw_35103839.wav
pengine mabawa ni meusi takriban kabisa 	male_masculine	5.6955	common_voice_sw_28669835.wav
ilikuwa sifuri unaitwa dokta nani naitwa dokta rukia wizara ya afya kitengo cha tiba 	female_feminine	7.7475	common_voice_sw_37092077.wav
kitu kikubwa kinacholeta heshima zaidi katika nchi zote duniani ni uchumi 	male_masculine	6.8835	common_voice_sw_30342720.wav
ni mchezaji wa pili katika historia ya kupiga fainali mbili za kombe la mabingwa 	male_masculine	7.2435	common_voice_sw_29944859.wav
mwili wa nkrumah ukasafirishwa kutoka bucharest romania kuja mjini conakry 	male_masculine	9.1875	common_voice_sw_30323794.wav
uchumi wa kenya utakuwa dola bilioni mia moja kumi na tatu 	male_masculine	4.6875	common_voice_sw_30574763.wav
umarufu huo unatokana na vitu mbalimbali vilivyomo wilayani humo ikiwemo mapango ya kale 	male_masculine	8.3955	common_voice_sw_30577589.wav
maporomoko ya maji milima na mabonde vianpatikana ndani ya kitulo 	male_masculine	6.2355	common_voice_sw_29974204.wav
ameweka alama akiwa na vilabu vya argentinos juniours boca juniours barcelona napoli sevilla 	male_masculine	6.4875	common_voice_sw_36382231.wav
yeye ni mwanamuziki mkongwe zaidi katika kundi la westlife la huko nchini ireland 	male_masculine	6.7755	common_voice_sw_28877904.wav
mfano mfumo maarufu wa nne tano moja unakuwa na mabeki wanne 	male_masculine	7.51165625	common_voice_sw_30633152.wav
kwa sasa wamasai wengi wamekuwa wakristu na kiwango kidogo waislamu 	male_masculine	6.2355	common_voice_sw_29866873.wav
kocha wa timu ya taifa alikuwa mbrazil 	male_masculine	3.87565625	common_voice_sw_30633153.wav
matibabu haya ni ya bei ghali 	male_masculine	2.9955	common_voice_sw_37092364.wav
papa akiwa mgonjwa sana aliendelea na utume wake 	male_masculine	4.0755	common_voice_sw_30379704.wav
benki kuu inatoa ushauri na kuunda sera katika kuhakikisha usalama wa malipo 	female_feminine	6.8835	common_voice_sw_36746519.wav
kutokea dar es salaam hadi mkoani lindi kusini mwa tanzania 	male_masculine	5.6235	common_voice_sw_30201519.wav
wilaya ya same ni moja kati ya wilaya sita za mkoa wa kilimanjaro 	male_masculine	5.0835	common_voice_sw_29936773.wav
majengo mbalimbali ya kale ni ishara ya historia ndefu ya mji huu 	male_masculine	6.9555	common_voice_sw_28681010.wav
wakati huo baba yake alikuwa askari polisi visiwani zanzibar 	male_masculine	6.1635	common_voice_sw_29295841.wav
alikuwa waziri wa afya mambo ya ndani na maliasili 	male_masculine	4.0755	common_voice_sw_30647798.wav
ni hifadhi kubwa inayochukua ukubwa wa kilomita kadhaa 	male_masculine	3.6435	common_voice_sw_29961341.wav
wajerumani wakaanza kumpigia pep kelele 	female_feminine	4.3635	common_voice_sw_30176945.wav
au mabadiliko ya utandawazi yanachangia katika tabia 	male_masculine	5.1555	common_voice_sw_29914941.wav
hilo halina uzito tunachoamini karume alikuwa ni mzalendo 	male_masculine	3.8955	common_voice_sw_29996765.wav
ndiyo maana mzee makame alikufa akiuangalia mlango wa chumbani 	male_masculine	5.3715	common_voice_sw_36385141.wav
mkazi mwengine wa mtaa huo 	male_masculine	3.6075	common_voice_sw_36385707.wav
silaha zote pamoja na ramia ndogo zilizotekwa zilipelekwa iringa kalenga na kuhifadhiwa ghalani 	female_feminine	8.0355	common_voice_sw_34597432.wav
mkwavinyika munyigumba alikuwa chifu na kiongozi mkuu wa wahehe 	male_masculine	8.3235	common_voice_sw_30385728.wav
pia waha ni wavuvi wa samaki katika ziwa tanganyika mto malagarasi na mto rwiche 	male_masculine	6.9555	common_voice_sw_30181644.wav
inayokamilisha jumla ya halamashauri nane za mkoa wa dodoma 	male_masculine	5.2275	common_voice_sw_30671226.wav
wapangwa ni kabila la watu kutoka milima livingstone 	male_masculine	5.0475	common_voice_sw_30635693.wav
baada ya kuondoka kwa wajerumani mkwawa aliweza kurudi na kujenga tena nyumba mahali kalenga 	female_feminine	8.2875	common_voice_sw_35154975.wav
muogeleaji pia alicheza rugby kwa uwezo wa hali ya juu 	male_masculine	7.5675	common_voice_sw_31304381.wav
unga ulioshikamana unajulikana kama ugali na huliwa na maziwa 	male_masculine	5.3355	common_voice_sw_30179978.wav
baadhi ya kabila la wazigula wanapatikana kusini mwa somalia 	male_masculine	6.4875	common_voice_sw_30180376.wav
na aliefanya vile alikuwa na nia ya kuikausha maji 	female_feminine	4.5435	common_voice_sw_34812575.wav
moja miaka halafu iendelea kupanda juu ikielekea kabisa 	male_masculine	8.5035	common_voice_sw_35408230.wav
mfalme wa buganda anatumia cheo cha kabaka 	female_feminine	3.6075	common_voice_sw_29708313.wav
mchanganyiko wa tiba unatumika kupunguza athari za virusi vya corona 	male_masculine	6.1635	common_voice_sw_30180282.wav
kwanza ni ule wa buzwagi mkoani shinyanga nchini tanzania 	female_feminine	8.1435	common_voice_sw_30561810.wav
kisha ukasafirishwa tena mpaka katika uwanja wa gombani pemba na baadae kupelekwa kijijini kwaoa 	female_feminine	6.5955	common_voice_sw_30582592.wav
si hivyo tu wazanzibari watano walipewa uwaziri kamili 	female_feminine	4.3635	common_voice_sw_34943706.wav
uchanguzi mkuu wa nchini thailand unataraji kufanyika 	male_masculine	5.6235	common_voice_sw_37086130.wav
huku wao wakipata njaa kwa sababu ya kutolima mazao ya chakula 	male_masculine	5.9475	common_voice_sw_30148561.wav
pia wilaya za igunga na sikonge bila kusahau tabora na urambo 	male_masculine	6.3435	common_voice_sw_30354920.wav
milioni nane na nne mia tatu hamsini na nane nukta sifuri sifuri 	female_feminine	5.6955	common_voice_sw_35272665.wav
baadhi ya nchi kama vile ujerumani uingereza nakadhalika 	male_masculine	6.3435	common_voice_sw_28682178.wav
halmashauri ya bagamoyo inaundwa na tarafa mbili 	male_masculine	3.1755	common_voice_sw_29994962.wav
hatimae waingereza waliijenga reli hii 	male_masculine	3.8955	common_voice_sw_29796563.wav
pep guardiola alivyoenda ujerumani alianza kubadili mfumo 	male_masculine	5.0475	common_voice_sw_29884798.wav
chemchemi hizo huwa kaskazini magharibi na kusini mwa ziwa hili 	male_masculine	6.4875	common_voice_sw_29144900.wav
ilipangwa ili apate mafunzo zaidi ya kijeshi nchini uingereza 	male_masculine	4.4355	common_voice_sw_29963761.wav
kwa sababu ya kazi ya baba yake al badawi aliishi katika miji kadhaa tofauti 	female_feminine	6.7755	common_voice_sw_29463079.wav
je ni kampuni zipi nyinginezo hutumika kutotoa huduma hiyo hifadhini 	male_masculine	6.8475	common_voice_sw_30635653.wav
ya wimbo nikaona kidogo hapa kuna maslahi japo nilikuwa napigwa buku kwa 	male_masculine	5.7675	common_voice_sw_36373763.wav
flaviana matata alikusudia kuwasaidia watu wenye uhitaji maalum 	male_masculine	5.0475	common_voice_sw_29796867.wav
eneo linalofaa kwa kilimo ni hekta laki moja hamsini na tatu mia tano arobaini 	male_masculine	6.5235	common_voice_sw_29898924.wav
alisuluhisha migogoro mingi ya bara la afrika 	female_feminine	4.3275	common_voice_sw_29798731.wav
uliofuata ni mkataba wa sant germain na austria uliosainiwa tarehe kumi 	male_masculine	7.47565625	common_voice_sw_30629509.wav
mara moja kazi kwenye albamu yake ya kwanza ilianza 	male_masculine	5.2275	common_voice_sw_29593075.wav
hata hivyo ni nchini uingereza ambapo umbo la soka la kisasa lilianza kulipuka 	male_masculine	10.3035	common_voice_sw_36944842.wav
katika klabu ya manchester unitedi na timu yake ya taifa 	female_feminine	4.9755	common_voice_sw_37094043.wav
tunangoja tamasha la mashahiri 	male_masculine	4.0395	common_voice_sw_37099092.wav
viongozi wa shirazi association ni thabit kombo na jecha muhidini 	female_feminine	5.2275	common_voice_sw_31271655.wav
harakati na wapinzani wa kisosialisti 	male_masculine	4.6155	common_voice_sw_34765591.wav
na milki ya osmani uajemi na athira ya uingereza katika asia 	male_masculine	8.5035	common_voice_sw_35418123.wav
mji uko kando la atlantiki 	male_masculine	4.7235	common_voice_sw_29782442.wav
kwa mujibu wa katiba ya jamhuri ya muungano wa tanzania 	male_masculine	5.4435	common_voice_sw_30574937.wav
lilikuwa ndio jengo la kwanza kuwa na umeme pamoja na lifti 	male_masculine	6.10765625	common_voice_sw_37225531.wav
inasimamia utoaji wa huduma za malipo kwa njia ya kadi 	male_masculine	5.0475	common_voice_sw_36067398.wav
vyakula wanavyopendelea kula na wakati mwingine hata tamaduni zao utofautiana 	female_feminine	7.3155	common_voice_sw_30176727.wav
takriban spishi zote zina rangi ya majani 	male_masculine	4.7955	common_voice_sw_28670568.wav
huyu alifahamika kwa jina la benito musolini 	female_feminine	4.8675	common_voice_sw_30364445.wav
aliunda taasisi ya utafiti wa kiafrika 	female_feminine	4.5075	common_voice_sw_28748539.wav
vijana wa kiume ni walilishwa kwa kupigwa mijeledi wakiwa uchi 	male_masculine	6.8475	common_voice_sw_29898595.wav
gadaffi alipigana kulinda maslahi ya libya 	male_masculine	3.1035	common_voice_sw_29995901.wav
walisema hao walikuwa ni washauri wa kijeshi na si wapiganaji wa mstari wa mbele 	male_masculine	6.4155	common_voice_sw_30179631.wav
spishi za palsmodium zinazoambukiza binadamu ni falciparum 	male_masculine	7.4235	common_voice_sw_34890775.wav
mwalimu nyerere alifariki akiwa kwenye matibabu nchini uingereza 	male_masculine	4.8675	common_voice_sw_29899105.wav
unapoona ndege tausi kainua mkia basi hapo ni kipindi cha dume huyo kuhitaji jike 	male_masculine	9.0075	common_voice_sw_29906405.wav
