sentence	gender	duration	audio
ya kwanza mji wa zurich mpaka leo hii unaonyesha katika nembo yake majina 	female_feminine	7.9275	common_voice_sw_35176716.wav
bonde la oldupai sehemu ambayo ndio chimbuko la historia yetu 	female_feminine	7.0635	common_voice_sw_29799454.wav
jonna hupata hasira akikosa pesa 	male_masculine	3.4275	common_voice_sw_36387814.wav
kijamii ya kiutu uzima kwa wakati unaotazamiwa 	female_feminine	4.6875	common_voice_sw_34942763.wav
ni kuhifadhi na kuuendeleza mji mkongwe na mpango wake mkuu 	female_feminine	4.7595	common_voice_sw_37092677.wav
wakawa makabila tofauti tunayoyajua leo hii 	male_masculine	3.8955	common_voice_sw_29788223.wav
guevara aliungana na fidel castro aliyekuwa akiongoza kundi 	female_feminine	5.3355	common_voice_sw_35104396.wav
kukubali kwa imani mambo yanayohusu kile kitakachotokea 	female_feminine	4.8675	common_voice_sw_34943541.wav
kwa wapare walio wengi uchawi na wizi vilipigwa marufuku hadi kwenye matambiko 	male_masculine	9.0075	common_voice_sw_30257461.wav
historia ya darfur kusini ni sawa na ile ya darfur 	male_masculine	6.5955	common_voice_sw_29638488.wav
kucheza mpira chini ya mwalimu pep kunavutia 	female_feminine	4.2555	common_voice_sw_31823538.wav
na elimu ya vitu vyote kwa kuweza duniani 	female_feminine	4.4355	common_voice_sw_30017471.wav
mauaji haya yalibainisha katika kesi ya kwanza kabisa 	male_masculine	5.0835	common_voice_sw_36385632.wav
mto ruvu unatumika kwa ajili ya kufua umeme 	female_feminine	3.8235	common_voice_sw_30659035.wav
sahara lilikuwa kizuizi kikuu cha mawasiliano na usafiri kati ya 	female_feminine	5.5875	common_voice_sw_34940055.wav
jina la wilaya limetokana na kituo cha misheni ya moravian cha rungwe 	female_feminine	5.9835	common_voice_sw_29947145.wav
unaowekwa katika afya ya watu na mifumo ya utunzaji afya 	female_feminine	6.3075	common_voice_sw_34979450.wav
imani yangu roho wa mungu 	female_feminine	3.5355	common_voice_sw_34596919.wav
watu hao watano wote walionekana kuwa ni watu wa kazi 	male_masculine	5.1555	common_voice_sw_36045921.wav
watahiriwe kwanza baadaye akawa katika mji mkubwa wa antiokia 	female_feminine	5.2275	common_voice_sw_37099142.wav
serikali ya kwanza ya milton obote ilifuta falme zote nne za uganda 	male_masculine	4.7235	common_voice_sw_29796714.wav
gavana soden alidai kutoendelea na mapigano 	female_feminine	5.2635	common_voice_sw_30355167.wav
chui ana kasi kubwa sana nyikani 	male_masculine	2.8155	common_voice_sw_29898555.wav
malatwe alitaka kuongea kitu lakini mwalimu jamal katai alimkatisha 	female_feminine	5.1555	common_voice_sw_29798188.wav
likuwa siri sana na aliamini kuwa ataweza kulitatua tatizo lake 	female_feminine	5.6955	common_voice_sw_35107612.wav
movement for democratic change walikuwa wanasema kuwa 	female_feminine	5.1555	common_voice_sw_35107671.wav
baba yake alikuwa chifu nyerere burito na mama yake alikuwa christina mugaya wanyangombe 	female_feminine	6.4875	common_voice_sw_30591005.wav
nelson mandela aliunda tawi la kijeshi 	female_feminine	3.7875	common_voice_sw_30176988.wav
watu wakiamini kwamba anao uwezo wa kuona kila kitu 	female_feminine	4.1475	common_voice_sw_35099048.wav
fedha zingine ambazo zinauiano kunapo kuwa na fedha thamani yake ndogo watu watanunua 	female_feminine	6.3075	common_voice_sw_35272704.wav
mnataka kunitia mshawasha 	male_masculine	2.8875	common_voice_sw_36387461.wav
ukipeleka kwa wahindi unapata nusu ya pesa hizo 	male_masculine	4.3275	common_voice_sw_29923706.wav
kitivo cha jando ni mafunzo kwa vijana wa kiume na unyago 	male_masculine	8.3235	common_voice_sw_31408397.wav
baba yake kikwete alikuwa mkuu wa wilaya ya pangani 	male_masculine	4.9035	common_voice_sw_36386095.wav
wameuhabarisha umma kuwa ulemavu sio sababu ya kukufanya ushindwe kufikia malengo ndoto zako 	female_feminine	6.7035	common_voice_sw_30585208.wav
leah amela fofofo 	female_feminine	2.90365625	common_voice_sw_32208922.wav
zinazalishwa tani nyingi za samaki kwa ajili ya chakula na biashara 	female_feminine	8.8275	common_voice_sw_30570060.wav
yule rais wa zamani ufaransa zack shirack 	female_feminine	4.7955	common_voice_sw_35181948.wav
mbalimbali kisiasa kijamii na kiuchumi kutoka mwaka wa elfumoja miatisa ishirini na nne 	male_masculine	5.2635	common_voice_sw_36381085.wav
watalii wengi wanaonekana kufurahia uzuri wa maeneo ya visiwa vya baharini 	female_feminine	7.4955	common_voice_sw_30025616.wav
hakika visiwa vya zanzibar ni lulu tuliyobarikiwa unaweza kuisha na sifa zisiishe 	female_feminine	7.3155	common_voice_sw_35156136.wav
vilevile kuna shule kadhaa za kimataifa zinazofundisha 	male_masculine	4.7955	common_voice_sw_30634769.wav
namwalika edwin david ndegetela katika uchaguzi 	male_masculine	6.0195	common_voice_sw_36385941.wav
na kuteketeza nyumba hamsini tisa kwa siku ya pili sasa 	male_masculine	3.7155	common_voice_sw_36390353.wav
chamcha ki tayari 	female_feminine	2.0955	common_voice_sw_36366187.wav
maandishi ya lemkin yaliitwa utawala wa kiaksisi 	male_masculine	5.4075	common_voice_sw_37088575.wav
taasisi hii hutoa mafunzo mbalimbali kwa vijana na watu wazima kwa ujumla 	male_masculine	5.2635	common_voice_sw_28683197.wav
vilabu vikubwa ulaya vimekuwa na ndoto kubwa ya kumsajili messi 	female_feminine	4.4355	common_voice_sw_30074006.wav
tangazo la kumtaja kama mgombea mwenza wa rais mteule wa tano 	female_feminine	4.9035	common_voice_sw_29944516.wav
lugha kuifasili dini lakini hatuwezi kuitumia dini kuifasili lugha 	male_masculine	7.1355	common_voice_sw_37225165.wav
kustaafu na shule kupewa pension zako za maisha 	female_feminine	5.1555	common_voice_sw_35183989.wav
mnamo mwaka wa elfu mbili na tano 	female_feminine	2.8875	common_voice_sw_34906845.wav
walifanya kazi katika mazingira magumu mno 	female_feminine	3.6435	common_voice_sw_30074136.wav
kimya kingi kina mshindo mkubwa 	male_masculine	4.3635	common_voice_sw_31304464.wav
kuna maulidi msikitini 	female_feminine	2.8875	common_voice_sw_31997416.wav
watalii wengi wanaopanda mlima kilimanjaro ni wageni kutoka nje ya tanzania 	female_feminine	5.9475	common_voice_sw_30362714.wav
shule ile wadigo waliichoma moto ikawa jivu kabisa 	female_feminine	4.0755	common_voice_sw_29791223.wav
aliendesha hadi akajikuta kafika maeneo ya kimihurura eneo maarufu jijini kigali 	male_masculine	8.6835	common_voice_sw_37101779.wav
u barani afrika pendo mbona unashangaa 	male_masculine	3.7875	common_voice_sw_36807713.wav
tiba ya ugonjwa wa kisukari inaendana na muda wa tatizo 	female_feminine	5.3715	common_voice_sw_37085096.wav
malaria wakati wa ujauzito husababisha kuzaliwa kwa watoto wenye uzito pungufu 	female_feminine	7.4235	common_voice_sw_29789846.wav
kutembla maeneo mbalimbali ni shule nzuri ya kuongeza maarifa 	male_masculine	5.7675	common_voice_sw_29996465.wav
kaisari wa roma kilichoitwa tsar na kuwa cheo cha watawala wa urusi 	female_feminine	5.4075	common_voice_sw_34958450.wav
ni sehemu ya kusini magharibi ya kaunti ya laikipia 	female_feminine	4.5075	common_voice_sw_29175180.wav
kufanya amani ambayo inahusisha kuomba msamaha wa dhati 	male_masculine	5.4075	common_voice_sw_30668385.wav
pamoja na hayo uandishi wa wimbo ulikuwa wa kipekee sana 	female_feminine	4.6875	common_voice_sw_28708519.wav
mabaharia tisa ikiwa njiani kuelekea tanzania 	female_feminine	5.0475	common_voice_sw_36642877.wav
hasa kutoa tafsiri maarufu ya biblia ya kikristo katika lugha ya kijerumani 	male_masculine	6.8835	common_voice_sw_30016639.wav
alijisemea kuwa papara ni njia ya kumsaidia adui yake 	male_masculine	3.8235	common_voice_sw_36382411.wav
kuna redio hapa kenya inaitwa milele 	male_masculine	2.5275	common_voice_sw_36383717.wav
zamadamu alikuwa akiishi kwenye bonde la ufa 	female_feminine	4.7235	common_voice_sw_31581517.wav
pia kuna wasemaji wachache nchini togo 	female_feminine	3.8955	common_voice_sw_28926285.wav
ikitoa huduma kwa uislam inasemekana hasira zilipanda 	female_feminine	4.4355	common_voice_sw_29923420.wav
njia za kuingiza dawa mwilini ni pamoja na mdomo pua ngozi au sindano 	male_masculine	7.5675	common_voice_sw_29518626.wav
profesa jumanne maghembe alikuwa waziri wa maji na waziri wa maliasili na utalii 	female_feminine	6.4875	common_voice_sw_30054314.wav
hakuna malighafi isiyopatikana katika bara la afrika 	female_feminine	6.6675	common_voice_sw_30570694.wav
unapongeza zanzibar kwa kuweza kuunda serikali ya umoja wa kitaifa na unauliza 	female_feminine	5.9475	common_voice_sw_35099329.wav
idadi kubwa ya watu nchini inaonyeshwa na mstari mweusi 	male_masculine	5.2275	common_voice_sw_29795300.wav
kuna wagonjwa wachache kati ya wahamiaji wanaotoka afrika 	male_masculine	4.9035	common_voice_sw_30654245.wav
hayo yote hupatikana katika chakula 	female_feminine	3.6435	common_voice_sw_28733240.wav
aidha serikali ya nigeria imelitaka baraza la usalama la umoja wa mataifa kutoa agizo 	female_feminine	8.0355	common_voice_sw_35107620.wav
ya kaskazini inapokea watalii wengi kutokana na uwepo 	female_feminine	4.6875	common_voice_sw_30653851.wav
kiliimarisha uislamu hoja nyingine ni kama ifuatavyo 	female_feminine	5.6235	common_voice_sw_34747011.wav
eneo la kusinimashariki ambalo lipo katika kivuli mvua ya miinuko ya ngorongoro 	male_masculine	8.0355	common_voice_sw_29906556.wav
waliweza kuhama bila shida mipango ya kuunda serikali ya kikomunist 	male_masculine	6.2355	common_voice_sw_29797046.wav
kikundi hutawanyika na kusubiri mwaka mwingine au miwili 	female_feminine	5.9835	common_voice_sw_29925270.wav
kati ya lugha nyingine zinazotumika nchini mojawapo ni kiswahili 	male_masculine	5.0475	common_voice_sw_28682467.wav
maadhimisho ya sikukuu ya biashara yanafanyika kila mwaka nchini tanzania 	female_feminine	4.3635	common_voice_sw_30074874.wav
spishi hiyo imetoweka bangladesh 	female_feminine	3.8955	common_voice_sw_29736400.wav
rangi yake ni kifedha nyeupe 	male_masculine	2.4555	common_voice_sw_28931527.wav
kuelekea kwenye maeneo ya bara la afrika mashariki 	male_masculine	4.2555	common_voice_sw_29839011.wav
anaongoza kwenye orodha ya wachezaji soka wanaopokea mshahara mkubwa zaidi duniani 	female_feminine	6.3435	common_voice_sw_30036883.wav
mwaka wa elfu moja mia nane themanini na nane 	male_masculine	4.4355	common_voice_sw_29956126.wav
benki ya dunia imeishinikiza serikali ya tanzania kuanzisha mfumo wa elimu 	female_feminine	5.4435	common_voice_sw_31446826.wav
ukweli ni kwamba hakuna mtu asiyekuwa na asili na mkataa asili ni mtumwa 	male_masculine	6.7035	common_voice_sw_31409402.wav
kikosi kidogo cha makombora ya kutungua ndege kutoka jeshi la tanzania kilifika bukoba 	female_feminine	7.6035	common_voice_sw_30326008.wav
kasa gamba lake utamuua atakufa kwa hiyo hata umtoe kasa ndani mle tabu 	male_masculine	5.8755	common_voice_sw_36319509.wav
mikoa ya mwanza kagera kigoma na ruvuma kuna fukwe zinazotokana na maziwa 	male_masculine	7.9635	common_voice_sw_30333819.wav
ziwa nyasa linashika nafasi ya tatu kwa ukubwa afrika mashariki 	female_feminine	4.5435	common_voice_sw_30582053.wav
barcelona ilikubali kichapo cha mabao mawili kwa moja 	male_masculine	4.81165625	common_voice_sw_30735690.wav
julius nyerere bibi titi alipewa uwaziri chini ya uongozi 	female_feminine	3.9675	common_voice_sw_29922625.wav
hali ya kushuka kwa theluji bado imeendelea kutikisa nchi mbalimbali na wakati huu marekani 	male_masculine	9.2955	common_voice_sw_36013923.wav
nchi mbalimbali zilijitenga na kupata uhuru kama vile ugiriki 	male_masculine	5.4075	common_voice_sw_30470916.wav
huwezi kuzungumza historia ya kenyatta bila kuitaja maumau 	male_masculine	4.6875	common_voice_sw_29963730.wav
nchi ya tanzania ilihitaji miundombinu bora 	female_feminine	3.6435	common_voice_sw_30718302.wav
sufuria chafu 	female_feminine	2.2755	common_voice_sw_34980405.wav
unaweza kuhamia kwingine ukapoteza ubora 	female_feminine	4.0035	common_voice_sw_30021797.wav
babu akiwa mmoja wao kuna dhana mbili kinzani 	female_feminine	6.7755	common_voice_sw_30667231.wav
kuacha mtaro wa kazinga kama mabaki ya muungano huo 	female_feminine	5.8755	common_voice_sw_30173835.wav
baadaye alihamia kanada 	male_masculine	5.0475	common_voice_sw_29306713.wav
kutokana na wageni hawa biashara mbalimbali na ushawishi 	male_masculine	6.03565625	common_voice_sw_30628328.wav
wakiwepo wakali wengine akiwemo jokovich 	female_feminine	3.7875	common_voice_sw_36746477.wav
kama vile barafu iliyo juu kilele cha mlima kilimanjaro 	female_feminine	5.0115	common_voice_sw_30315050.wav
vita baridi vilikuwa ni vita ambavyo havikutumia siilaha kama ilivyo kwa vita vingine 	female_feminine	7.1355	common_voice_sw_29959425.wav
akaangalia huku na huko hakuona silaha ya haraka ya kuitumia 	female_feminine	5.9835	common_voice_sw_34841257.wav
i kuna mambo mengine ambayo yanaweza yaka 	male_masculine	5.3355	common_voice_sw_36807773.wav
kabla ya mazishi ya nelson mandela maji na umeme vilikata nyumbani kwa mandela 	female_feminine	8.6835	common_voice_sw_30312846.wav
safari ya kuupanda mlima meru na kushuka 	female_feminine	3.7875	common_voice_sw_34597098.wav
wale kundi ambavyo sinapinga muhamar gadaffi 	male_masculine	4.0035	common_voice_sw_36386491.wav
ni funguvisiwa kubwa kabisa duniani 	male_masculine	4.7235	common_voice_sw_28662085.wav
sekta ya utalii inategemewa kwa kiasi kikubwa sana 	female_feminine	4.5075	common_voice_sw_30378499.wav
aliwahi kucheza timu ya taifa ya poland 	male_masculine	4.8675	common_voice_sw_28691276.wav
baadhi ya watemi waliotawala himaya hizo ni pamoja na 	male_masculine	4.9035	common_voice_sw_37084270.wav
nguo zangu 	female_feminine	1.8075	common_voice_sw_34958945.wav
baadhi yao wametuhumiwa kwa kufanya unyama kaskazini mwa nchi 	female_feminine	6.1275	common_voice_sw_30351741.wav
alihamishiwa gilgil kenya alitumwa kaskazini kwa kupigania waasi wasomalia 	female_feminine	6.0555	common_voice_sw_30263954.wav
umaarufu unakuwa kutokana na wingi wa wageni wanaotokea nje ya nchi 	male_masculine	5.6955	common_voice_sw_29927111.wav
aliandika mengi pamoja na tamthiliya shairi na maigizo 	female_feminine	3.8955	common_voice_sw_28583221.wav
bila ya shaka kwa upendo 	female_feminine	3.3555	common_voice_sw_29303554.wav
technolojia zote zina changamoto 	male_masculine	4.1835	common_voice_sw_30365392.wav
wakati ambayo marais watano kutoka au 	male_masculine	5.6235	common_voice_sw_34750147.wav
kamerun ilikuwa koloni la ujerumani hadi vita kuu ya kwanza ya dunia 	male_masculine	6.8475	common_voice_sw_28661893.wav
miaka ya zamani mlo wa kawaida wa mgogo mwenye uwezo ulihusisha ugali na maziwa 	male_masculine	7.3155	common_voice_sw_29795574.wav
waligomea hadi kilimo hapo awali walikuwa wakilima kwa juhudi sana 	female_feminine	7.2075	common_voice_sw_30231207.wav
marekani ilijiunga na vita dhidi ya wajerumani 	male_masculine	5.4435	common_voice_sw_30075447.wav
alizungumza na wananchi kwa niaba ya chama cha tanganyika 	female_feminine	4.3635	common_voice_sw_29981294.wav
waafrika wanaodai uhuru dhidi ya utawala wa kiarabu 	male_masculine	4.5075	common_voice_sw_29822688.wav
afisa mjerumani august leue aliandika mnamo wa elfu moja na mia tisa 	female_feminine	6.1275	common_voice_sw_29792222.wav
suala la fedha limekuwa mtihani na kikwazo kikubwa cha kunasa saini yake 	female_feminine	6.3075	common_voice_sw_30574908.wav
baada ya serikali ya kikoloni kuweka mkazo na sheria kali 	male_masculine	3.7875	common_voice_sw_37219123.wav
pamoja na msukumo wa miili yao na staili mbalimbali 	female_feminine	4.5435	common_voice_sw_31406179.wav
hata hivyo mercury alikuwa ametambuliwa kuwa na ugonjwa huo 	female_feminine	5.9835	common_voice_sw_30129516.wav
ni kati ya milima mirefu duniani kama himalaya na tian shan 	female_feminine	5.2635	common_voice_sw_37214395.wav
lakini vita ya uchumi inahitaji akili sana vifaa laini 	female_feminine	5.6235	common_voice_sw_29793679.wav
nafasi ya uwaziri aliishikilia hadi alipopata nafasi ya urais 	female_feminine	5.6955	common_voice_sw_29977326.wav
nishere asante sana kwa habari hizo za michezo zuhra 	female_feminine	4.9035	common_voice_sw_34924487.wav
ambapo kisiwa hiki cha rubondo ni makazi na mazingira muafaka ya kuzaliana samaki 	male_masculine	6.7755	common_voice_sw_30180638.wav
sheria hizo ziliitwa mkataba wa kuzuia uhalifu wa mauaji ya kimbari 	female_feminine	6.8835	common_voice_sw_34798043.wav
na kama ilivyo kawaida katika nchi ambayo imestarabika 	female_feminine	4.5075	common_voice_sw_35146439.wav
nitaifanya mambo yote mapya tazama natenda 	female_feminine	4.4355	common_voice_sw_34917719.wav
hizi ni itikadi zisizo na msingi wowote 	female_feminine	5.3355	common_voice_sw_28704710.wav
alipofikisha umri wa kwenda shule seif aliandikishwa katika shule ya uondwe 	female_feminine	5.6955	common_voice_sw_35103652.wav
uokoaji wa watu sita katika kundi la watu nane ni takwimu nzuri 	male_masculine	4.5435	common_voice_sw_36383870.wav
leah gitonga kutoka nairobi nchini kenya 	male_masculine	2.5635	common_voice_sw_37223530.wav
wanaharakati wa mitandaoni wakitumia mtandao wa face book na twitter kwa pamoja 	female_feminine	5.7675	common_voice_sw_35106032.wav
nyota wa brazil romario alingara sana 	female_feminine	4.23565625	common_voice_sw_30556005.wav
ndipo yesu naye alipoanza kuhubiri lakini pia kutenda miujiza ya kila aina 	female_feminine	7.6035	common_voice_sw_34828018.wav
mtwara mikindani ni jina ambalo lina muunganiko wa maneno mawili 	female_feminine	5.2635	common_voice_sw_31266484.wav
wengi wamekuwa wakiogopa gharama watazotumia kutembelea hifadhi za taifa 	female_feminine	7.5675	common_voice_sw_29793682.wav
ya mtu mmoja walipompindua kwenye friji yake 	male_masculine	3.7155	common_voice_sw_37223136.wav
walikwenda kutoa heshima zao za mwisho kwa marehemu 	male_masculine	5.2635	common_voice_sw_29997447.wav
hati nyingine zinahusu injili ya uhai kwa ajili ya waumini wake 	female_feminine	6.8835	common_voice_sw_30375837.wav
alizaliwa huko saint louis nchini senegal 	female_feminine	5.0475	common_voice_sw_28699098.wav
ipo migodi mikubwa na midogo kila eneo linalochimbwa dhahabu 	male_masculine	7.7115	common_voice_sw_30357274.wav
viumbe wa porini na wanyama pia mimea na ndege 	female_feminine	5.6235	common_voice_sw_29790000.wav
ziwa victoria ni la kwanza kwa ukubwa barani afrika 	male_masculine	3.6435	common_voice_sw_29898207.wav
pep guardiola ameleta heshima ligi kuu ya ujerumani 	female_feminine	5.0835	common_voice_sw_29924378.wav
mazao hayo hukaa shambani kwa muda wa miaka mingi 	female_feminine	4.7235	common_voice_sw_30591038.wav
safari yake ya uanamitindo imejawa na changamoto nyingi sana 	female_feminine	4.7955	common_voice_sw_30653678.wav
aprili kumi na tano mwaka elfu moja mia tisa kumi na mbili 	female_feminine	5.6235	common_voice_sw_30718813.wav
inayokamilisha jumla ya halmashauri sita za mkoa wa shinyanga 	male_masculine	6.1275	common_voice_sw_29961890.wav
ni wakarimu sana na wanaishi kwa kusaidiana na kutegemeana 	female_feminine	4.4355	common_voice_sw_35867706.wav
ametupatia jeshi la uhamiaji nafasi mia tatu na hamsini 	female_feminine	5.6955	common_voice_sw_34825131.wav
lakini mpaka kufikia miaka ya elfu moja mia nane koo hizo ziliungana na kuishi 	male_masculine	6.9555	common_voice_sw_36255336.wav
sikukuu yake huadhimishwa na wakatoliki waorthodoksi na waanglikana tarehe ya kifo chake 	male_masculine	7.0635	common_voice_sw_28306063.wav
kabla ya watu hawa kuitwa wadigo walijulikana kwa jina lipi 	female_feminine	5.3355	common_voice_sw_30035908.wav
na hii hufanya wengi kuendelea kuumwa zaidi 	female_feminine	4.0755	common_voice_sw_30192441.wav
cristiano ronaldo akiwa uwanjani ni msumbufu sana 	male_masculine	5.8755	common_voice_sw_31472550.wav
alimuua mmoja kwa risasi alipotaka kumuua wa pili alimuwahi jacob 	female_feminine	6.5235	common_voice_sw_34924707.wav
kufunga ni moja ya nguzo tano za uislamu 	male_masculine	3.4275	common_voice_sw_29240003.wav
kabila hili ni la kibantu waliofika maeneo ya udigo 	female_feminine	4.6875	common_voice_sw_30653538.wav
walikubaliana eneo hilo ni muhimu kwa uhifadhi eneo endeleo hasa kwa ajili ya tembo 	male_masculine	8.3955	common_voice_sw_30326831.wav
ni mtoto wa sita kati ya watoto nane katika familia yake 	male_masculine	6.3075	common_voice_sw_28662012.wav
pigo linalopenya moyoni kama kichomi 	male_masculine	4.5435	common_voice_sw_34765593.wav
wimbo ulitolewa mnamo tarehe moja mwezi wa pili 	male_masculine	4.6875	common_voice_sw_29617041.wav
alimaliza elimu ya msingi na sekondari katika jimbo la delta 	female_feminine	4.3635	common_voice_sw_29659990.wav
ziwa victoria limegawanyika katika nchi tatu tanzania kenya na uganda 	male_masculine	4.9035	common_voice_sw_29994676.wav
kitu kipya leo imba kwa shangwe wewe uliye tasa 	male_masculine	5.0475	common_voice_sw_37084330.wav
wanasiasa wakubwa kutoka kaskazini wakitaka mwislamu kupokea kijiti hicho 	female_feminine	6.8475	common_voice_sw_34746124.wav
alikasirika sana juzi 	male_masculine	2.8875	common_voice_sw_37090771.wav
tufike uwanjani kuna sherehe 	female_feminine	4.0755	common_voice_sw_34750287.wav
njia yangu iwe ndefu 	female_feminine	2.2035	common_voice_sw_35198833.wav
wakaanza kufahamiana na dini ya uislam 	female_feminine	3.8955	common_voice_sw_30024830.wav
nakushukuru baba bwana wa mbingu na nchi 	female_feminine	3.5355	common_voice_sw_35250588.wav
kwani iliaminika kuwa mazishi yalidhuru udongo wao 	male_masculine	4.6155	common_voice_sw_30630352.wav
waandishi wa habari na wadau kutoka asasi zisizo za kiserikali katika warsha ya siku 	female_feminine	7.0635	common_voice_sw_34942832.wav
yapo baadhi ya mambo yameachwa kwa mfano kuwaua walemavu 	female_feminine	6.2355	common_voice_sw_30623638.wav
wasukuma huishi eneo la kaskazini magharibi mwa tanzania 	male_masculine	4.7955	common_voice_sw_30634549.wav
zamani mto nile ulisaidia biashara na athari za kiutamaduni na za kisiasa 	female_feminine	7.2075	common_voice_sw_35588822.wav
ernest william wa hedaru au chome naibu katibu mkuu wa kanisa la kilutheri tanzania 	female_feminine	5.9475	common_voice_sw_31406046.wav
hristo stoichkovic wa bulgaria alitwaa kiatu cha dhahabu 	female_feminine	5.4435	common_voice_sw_31446864.wav
ingawa wakazi si wengi wana asili tofauti sana 	male_masculine	5.1555	common_voice_sw_28661936.wav
tamaduni zao zimekuwa sababu kubwa ya kuwa 	male_masculine	4.0035	common_voice_sw_29796310.wav
chakula chake ni wanyama jamii ya swala hupatikana afrika na kidogo sehemu za asia 	male_masculine	7.2075	common_voice_sw_28660857.wav
nilitaka kuchukua kila kitu nitoweke lakini sikuwa na nguvu 	female_feminine	4.3635	common_voice_sw_34766105.wav
zanzibar ina utajiri mwingi wa bahari na visiwa 	female_feminine	5.5155	common_voice_sw_29818185.wav
watalii pia hupendelea kutembelea masoko ya eneo husika na kununua baadhi ya bidhaa 	male_masculine	6.7755	common_voice_sw_30671879.wav
sheria watu hao wapelekwe mahakamani na sheria ikachukua mkondo wake 	female_feminine	6.1635	common_voice_sw_29791318.wav
maadili yao maalumu kuanzia unyenyekevu na upole hadi 	female_feminine	3.8955	common_voice_sw_37093530.wav
yeye hana msimamo 	male_masculine	7.9635	common_voice_sw_34743180.wav
kuna dhahabu fedha chumvi na kadhalika 	female_feminine	2.8875	common_voice_sw_29475475.wav
nchi hii inautegemea mto nile kwa zaidi ya asilimia tisini 	male_masculine	6.6675	common_voice_sw_30317527.wav
wa mesopotamia iraq ya leo na waturuki 	female_feminine	6.1635	common_voice_sw_36640750.wav
olgisan ni mvua ambazo hunyesha maeneo ya nyanda za juu 	female_feminine	4.3275	common_voice_sw_37098476.wav
kwa kuzingatia mabadiliko ya hali ya hewa 	female_feminine	4.8675	common_voice_sw_34828982.wav
kanda hii ina hifadhi za taifa na hifadhi za michezo kadhaa 	male_masculine	5.5875	common_voice_sw_30115445.wav
matawi ya simba yalikuwa yakitumika kulea vipaji 	female_feminine	5.4075	common_voice_sw_29793370.wav
wana vijidudu vya aina nyingi sana vya kinga 	female_feminine	4.91965625	common_voice_sw_31808929.wav
bonde la mto naili ni kubwa na linahusisha baadhi ya maeneo nchini tanzania 	female_feminine	8.2155	common_voice_sw_30397711.wav
hata hivyo madai hayo yalikuwa hayana ukweli wowote 	male_masculine	5.0475	common_voice_sw_30582867.wav
alifanya kazi mbalimbali ndani na nje ya tanzania 	female_feminine	3.9675	common_voice_sw_30376384.wav
vilevile alianza urekebisho wa ofisi za papa 	male_masculine	4.6155	common_voice_sw_28695725.wav
anaheshimiwa na waorthodoksi wa mashariki na wakatoliki kama mtakatifu mfiadini 	female_feminine	7.61965625	common_voice_sw_29657233.wav
