audio	sentence	gender	duration
common_voice_sw_34746882.mp3	kuingia ndani ya eneo la jamhuri ya kidemokrasia ya kongo ya leo 	female_feminine	5.0475
common_voice_sw_30020249.mp3	pep mpaka leo anakumbukwa nchini hispania 	male_masculine	3.8955
common_voice_sw_36732120.mp3	umoja wa umma wa wanafunzi wa afrika kusini 	female_feminine	3.8955
common_voice_sw_36318678.mp3	mwenyeji anaweza kuarika watu wawili wa kufanya nao mazungumzo 	male_masculine	4.6875
common_voice_sw_29787928.mp3	bila matibabu asilimia hamsini ya watu walio na ugonjwa unaosababisha mtoki hufa 	male_masculine	8.9355
common_voice_sw_29923538.mp3	kati ya washona wenye idadi kubwa ya watu wengi na wandebele 	female_feminine	3.4635
common_voice_sw_30182078.mp3	dalili za jumla za ugonjwa wa kisukari ni pamoja na jaa na kiu viliyoongezeka 	male_masculine	7.3875
common_voice_sw_28583895.mp3	hali hii inaweza kutokea hadi wiki sita baada ya kuzaa 	female_feminine	5.2275
common_voice_sw_36383706.mp3	mwaka huu ngega amewambia maseneta kuwa siku saba zaidi zitatosha 	male_masculine	5.9835
common_voice_sw_30668373.mp3	hata baada ya mwinyi kuondoka madarakani mwaka elfu moja mia tisa themanini na tano 	male_masculine	6.7755
common_voice_sw_36368206.mp3	alijikusanyia asilimia ishirini na tano nukta sitini na sita 	male_masculine	4.4355
common_voice_sw_29792060.mp3	aliruhusiwa kurudi nyumbani na maisha yake yalikuwa hatarini 	female_feminine	4.6875
common_voice_sw_37093018.mp3	tanzania bara ilipata uhuru tarehe tisa mwezi wa kumi na mbili 	male_masculine	5.4075
common_voice_sw_34746748.mp3	na pamoja na tunatambua 	female_feminine	2.9235
common_voice_sw_36299528.mp3	na ni wakatoliki suala la sharia au sheria za kiislamu 	male_masculine	8.7555
common_voice_sw_36310746.mp3	tusker walikuja wakachukua ushindi kwa huo uwanja wa afuraha 	male_masculine	6.5235
common_voice_sw_29787942.mp3	kama serikali imedhamiria kuikomboa wilaya ya makete barabara ndio chanzo za maendeleo 	female_feminine	7.3155
common_voice_sw_30582772.mp3	shughuli kuu za kiuchumi kwa wasukuma ni kilimo uvuvi ufugaji na biashara 	female_feminine	5.8755
common_voice_sw_28583831.mp3	nchi nyingi zina utamaduni wa pekee jinsi ya kutengeneza chai 	female_feminine	5.1555
common_voice_sw_29391556.mp3	aloi hizi huwa ni imara sana 	female_feminine	3.2835
common_voice_sw_30640489.mp3	watu wote wanaotumia dawa za kufubaza kinga ya mwili 	female_feminine	5.4435
common_voice_sw_29564841.mp3	kwanza kuna joto halafu ukame 	female_feminine	3.2475
common_voice_sw_29939684.mp3	hasa yenye usanifu wa kiarabu kihindi kijerumani na kitamaduni 	female_feminine	5.0835
common_voice_sw_29986488.mp3	bonde hilo lipo katika hifadhi ya ngorongoro 	male_masculine	3.6435
common_voice_sw_30024969.mp3	mazao hayo yamekuwa yakilimwa sehemu za milimani 	male_masculine	3.2835
common_voice_sw_34940018.mp3	na pia kuna watu ambae wanakabiliana na 	female_feminine	4.1835
common_voice_sw_36383744.mp3	waliendelea kuwashambulia tarehe nne julai elfumoja miasaba sabini na sita 	male_masculine	4.5435
common_voice_sw_28672915.mp3	muundo huu umekuwa maarufu ndani ya muda mfupi 	female_feminine	4.8675
common_voice_sw_30122514.mp3	iliaminika kuwa nyerere alikuwa anahusika na kuanguka 	male_masculine	5.9835
common_voice_sw_34944092.mp3	jacob aliwaona wale vijana dirishani na kumaliza misheni yake hapo hapo 	female_feminine	6.1275
common_voice_sw_35107675.mp3	kudumisha mitandao hiyo hata katika sehemu zenye ufuatiliaji mzuri 	female_feminine	5.1555
common_voice_sw_34941863.mp3	iran ina mchanganyiko wa makabila na dini uliounganishwa na 	female_feminine	4.6875
common_voice_sw_34980400.mp3	wakielekea katika mkutano unaoendelea sasa hivi 	female_feminine	4.1475
common_voice_sw_36380925.mp3	kwanza kuwa na viwanda vingi viwanda vyake 	male_masculine	4.3275
common_voice_sw_29795472.mp3	makabila maarufu katika utamaduni huu ni wazaramo na wamakonde 	male_masculine	5.5875
common_voice_sw_30351705.mp3	makabila mengi nchini tanzania ni wajukuu wa wahamiaji 	female_feminine	5.4075
common_voice_sw_29863568.mp3	kama vashamba kwa maana ya wasambaa huko mkoani tanga 	male_masculine	5.0475
common_voice_sw_30008764.mp3	kwa kutumia usafiri wa mamlaka ya hifadhi ya ngorongoro 	male_masculine	5.1555
common_voice_sw_30195876.mp3	mhusika ni mtu mashuhuri na mwenye wadhifa mkubwa katika nyanja ya ulinzi na usalama 	female_feminine	7.2075
common_voice_sw_30385740.mp3	ni wa elfu moja mia tano sitini na moja duniani kwenye orodha ya mabilionea 	male_masculine	5.8755
common_voice_sw_30020140.mp3	ni jina ambalo wekundu hawa wa msimbazi wana kumbukumbu nalo sana 	male_masculine	4.2555
common_voice_sw_35410037.mp3	kuwait iliendelea kama nchi lindwa chini ya uingereza hadi kupata uhuru 	female_feminine	5.7675
common_voice_sw_29752771.mp3	kila hatua ina sifa zake na matatizo yake maalumu 	female_feminine	4.4355
common_voice_sw_28666668.mp3	ngozi ya tunda inaweza kuwa nene au nyembamba wakati mwingine huwa na ladha chungu 	female_feminine	6.4155
common_voice_sw_29573138.mp3	hula manyasi hasa lakini pengine matunda mbegu na majani pia 	male_masculine	5.4435
common_voice_sw_30653592.mp3	walitozwa pesa kubwa ukilinganisha na mshahara wanaopata ni kidogo 	female_feminine	4.9035
common_voice_sw_30053172.mp3	ulitilia mkazo masomo ya kiufundi kwa matarajio kuwa muundo huu mpya utawawezesha 	female_feminine	7.2435
common_voice_sw_29092788.mp3	alizaliwa huko madrid 	male_masculine	2.9235
common_voice_sw_30326736.mp3	ni lazima warejee ndutu ambapo huwa wanazaa 	male_masculine	4.2555
common_voice_sw_29997606.mp3	kwa sababu wao wana meno na hutoa pia mwangwi unaoweza kusikika kwa maili nyingi 	male_masculine	6.7755
common_voice_sw_30668371.mp3	taarifa mbaya zikaenea ulimwenguni kote baada ya kutangazwa kwame nkrumah amefariki 	male_masculine	6.8835
common_voice_sw_36642227.mp3	mwaka jana enamuel makundi ana 	female_feminine	3.2475
common_voice_sw_29391656.mp3	kwa kipindi fulani alikuwa pia mkuu wa chuo cha aleksandria 	female_feminine	4.7955
common_voice_sw_29613314.mp3	mabata domomeno hula samaki 	male_masculine	3.4275
common_voice_sw_31909764.mp3	usipoukata utakukata 	female_feminine	3.0675
common_voice_sw_36389505.mp3	vikwazo ambavyo vinaathiri biashara kati ya kenya na tanzania 	male_masculine	3.3555
common_voice_sw_30257272.mp3	waandishi wa kazi yeyote daima anaiandaa kazi yake huku akimfikiria msomaji wa kazi hiyo 	male_masculine	9.3675
common_voice_sw_29787856.mp3	vikundi vyenye silaha huajiri vijana ambao hutangatanga kote nchini bila matumaini yoyote 	male_masculine	9.0435
common_voice_sw_29797002.mp3	hususan upande wa kusini wa koloni lao kutoka kwa makabila 	female_feminine	5.0835
common_voice_sw_30315399.mp3	jazba ilipanda huku misururu ya kupata ikiendelea kurefuka 	female_feminine	5.4795
common_voice_sw_29924160.mp3	unatakiwa kuamini kwamba wewe ni mrembo 	female_feminine	3.7875
common_voice_sw_37088747.mp3	wanawake wapatao thelathini wanalima mwani pembezoni mwa bahari 	male_masculine	5.7675
common_voice_sw_32242851.mp3	tutatembelea vivutio vya utalii 	male_masculine	3.4275
common_voice_sw_28814106.mp3	neno hilo lina asili ya kibantu 	male_masculine	3.7155
common_voice_sw_30382747.mp3	kangaroo ni alama ya utambulisho wa taifa lao pia amewekwa katika ngao ya taifa 	male_masculine	6.8835
common_voice_sw_37222987.mp3	china ya endelea kushinikiza imutoe kifungoni mshindi wa tuzo ya amani ya nobel 	female_feminine	6.5955
common_voice_sw_28584626.mp3	mara nyingi mkutano mkuu wa dayosisi au wa jimbo la kanisa huitwa pia sinodi 	female_feminine	7.6035
common_voice_sw_36642170.mp3	mdimangombe kabla ya kuwa sultan alilelewa na kutumwa kazi na mndewa mkulu mwande ambaye 	female_feminine	8.3955
common_voice_sw_30196414.mp3	hukumu hiyo yenye kurasa mia kumi na nane iliyoandikwa kwa mkono nakusomwa 	female_feminine	6.8835
common_voice_sw_37094554.mp3	ajali hiyo inaonyesha upendo na uaminifu kwa mwanaume 	male_masculine	4.1835
common_voice_sw_30550899.mp3	mara nyingi mgonjwa wa tauni inayosambaa kwenye damu na inayosababisha nyumonia 	female_feminine	7.2075
common_voice_sw_30582879.mp3	nchini tanzania upo utaalamu wakuotesha uyoga ndani ya nyumba hata nje 	male_masculine	6.5955
common_voice_sw_29942151.mp3	mataifa ya ushirikiano yalianza kusogea mbele pande zote 	male_masculine	4.5435
common_voice_sw_36642225.mp3	kamili usiku mjini brussels ambayo ndio makao makuu 	female_feminine	4.1475
common_voice_sw_29904877.mp3	ndani ya ngorongoro olduvai george ndipo kuligundulika uwepo wa binadamu wa kwanza duniani 	male_masculine	8.5035
common_voice_sw_35181772.mp3	kuanzia mwaka wa mia nne hivi na wakati wa utawala wa roma 	female_feminine	5.2275
common_voice_sw_37215206.mp3	hakuna watu wengi huku 	female_feminine	2.0235
common_voice_sw_29296516.mp3	zipo shule nyingi za zamani na mpya katika maeneo ya wapare 	female_feminine	5.7675
common_voice_sw_29942121.mp3	tunapaswa tuwe makini katika kujenga mazingira yetu 	male_masculine	3.7875
common_voice_sw_30109606.mp3	rais aongeze kasi ya utekelezaji wa mapendekezo yaliyotolewa na wafanyabiashara 	female_feminine	6.5235
common_voice_sw_34980395.mp3	vuta nikuvute 	female_feminine	2.3835
common_voice_sw_29309168.mp3	uchumi wa kisasa ulianzishwa kwa mashamba ya miwa na uvuvi 	male_masculine	4.3635
common_voice_sw_28672881.mp3	makao makuu yake yako jibuti 	female_feminine	4.1835
common_voice_sw_29736400.mp3	spishi hiyo imetoweka bangladesh 	female_feminine	3.8955
common_voice_sw_30635696.mp3	kwenye njia ya kuelekea mwanza abiria wengi walifariki 	male_masculine	5.2275
common_voice_sw_35198835.mp3	ukoloni lakini sasa wengi waliachishwa au kupinduliwa na serikali kama hawakufuata maagizo yote kutoka 	female_feminine	8.1435
common_voice_sw_29947192.mp3	hatua iliyomsababishia kufungwa jela mara kadhaa lakini aliweza kuiongoza nchi 	male_masculine	7.0635
common_voice_sw_36382631.mp3	benki itawezesha mfumo thabiti wa kufanya malipo 	male_masculine	4.3635
common_voice_sw_30020159.mp3	hivyo somalia ilihesabiwa kati ya nchi za upande wa mashariki mwa ulaya 	male_masculine	4.9035
common_voice_sw_29787988.mp3	hata kwa kulibebesha jukumu kubwa la kujiimarisha 	female_feminine	5.0475
common_voice_sw_35171862.mp3	vigezo mbalimbali muhimu vinazingatiwa kupata orodha ya nchi safi 	female_feminine	6.6675
common_voice_sw_28970094.mp3	yohane wa mungu 	male_masculine	2.7435
common_voice_sw_29941715.mp3	malaria ni maambukizi ya seli nyekundu za damu inayosababishwa na vimelea vinavyoitwa kitaalamu plasmodiumu 	male_masculine	7.0635
common_voice_sw_37099200.mp3	inashughulikia kanuni za fedha na sheria ndogo ndogo za wafanyakazi 	male_masculine	4.4355
common_voice_sw_34979464.mp3	ametupatia nafasi mia mbili na hamsini kwa jeshi la zimamoto na uokoaji 	female_feminine	5.9835
common_voice_sw_30071943.mp3	alikuwa naibu spika wa bunge tangu mwaka elfu mbili 	female_feminine	3.5355
common_voice_sw_28690934.mp3	miamba kwa kawaida huwa na madini mbili au zaidi ndani yake 	male_masculine	6.4875
common_voice_sw_28681856.mp3	hii ilikuwa aloi ya kwanza inayojulikana kuwa ilitumiwa na binadamu katika historia yake 	male_masculine	8.2155
common_voice_sw_28673130.mp3	hawezi kuwa kiongozi mzuri 	male_masculine	2.7435
common_voice_sw_30443113.mp3	kwa bara la afrika hasa kwa upande wa magharibi 	female_feminine	3.5355
common_voice_sw_28820664.mp3	mji mkuu ni kisumu 	male_masculine	3.1755
common_voice_sw_30378789.mp3	katika kugawanyika huko kuna kimachame na kirombo ambacho nacho kinatofautiana 	female_feminine	6.5235
common_voice_sw_36389818.mp3	wakati akitembea kwenye tope maeneo fulani watu walikuwa na kikao 	male_masculine	3.6075
common_voice_sw_29797607.mp3	bao moja la ronaldo lilimvutia kila mtazamaji 	female_feminine	5.2275
common_voice_sw_28663159.mp3	mji wa magadi upo kwenye pwani ya mashariki ya ziwa hili 	male_masculine	5.0475
common_voice_sw_29923335.mp3	ufaransa iliteka mashabiki wa soka kwenye michuano hiyo 	female_feminine	4.2555
common_voice_sw_29959268.mp3	ikumbukwe kwamba wadigo ni kabila linalojali na kuthamini mila na desturi zao kama chakula 	male_masculine	7.7835
common_voice_sw_30635644.mp3	wenzao wa kisomailia kwa rangi yao 	male_masculine	4.3635
common_voice_sw_30329267.mp3	hadi mwaka wa elfu moja mia nane themanini na nane 	female_feminine	4.2555
common_voice_sw_30372989.mp3	udogo wa umbo la blob unafanya watu wengi kutoamini uwezo wake 	female_feminine	5.2275
common_voice_sw_29915169.mp3	manaibu gavana na wakurugenzi wawili wasiokuwa watendaji 	male_masculine	4.7235
common_voice_sw_30327661.mp3	ukoloni wa ujerumani uliondoka tanzania kwenye vita ya kwanza ya dunia 	female_feminine	5.8755
common_voice_sw_29942807.mp3	timu yenye thamni ya juu zaidi katika ligi ya premia 	male_masculine	4.3275
common_voice_sw_36386141.mp3	uturuki na ugiriki mnamo mwaka wa elfumoja miatisa hamsini na mbili 	male_masculine	6.4515
common_voice_sw_34745545.mp3	sehemu za magharibi zina milima mingi ambayo 	female_feminine	4.7235
common_voice_sw_37331989.mp3	sauti ya amerika kupitia barazani na swali la leo maswali na majibu na salamu zenu 	female_feminine	8.8275
common_voice_sw_31940453.mp3	watoto awa waandika uzuri 	male_masculine	2.7075
common_voice_sw_36390073.mp3	historia ya meli ya ushindani wa banal ndiyo iliyopelekea titanic kuundwa 	male_masculine	4.5075
common_voice_sw_30221712.mp3	mapambano ya mpakani yaliendelea kwa siku kadhaa 	male_masculine	2.8875
common_voice_sw_29141702.mp3	hali ya hewa inategemea mahali na kimo 	male_masculine	2.8875
common_voice_sw_32243941.mp3	kuwa muangalifu 	male_masculine	2.7075
common_voice_sw_30527374.mp3	mapinduzi hayo yaliyomtoa madarakani sultani wa zanzibar jamshid bin abdullah 	female_feminine	8.5035
common_voice_sw_31285190.mp3	aliyekuwa mwasisi wa umoja wa walimu tanzania katika mkoa wa rukwa 	female_feminine	5.5155
common_voice_sw_28878665.mp3	mkono wako na uwe juu yangu na juu ya nyumba ya baba yangu 	male_masculine	5.7675
common_voice_sw_30369604.mp3	tumeangukia katika kujadili vitu ambavyo havihusiki kabisa 	female_feminine	5.0475
common_voice_sw_37089620.mp3	kwa nini alikuwa mmoja wa washitakiwa zaidi ya mia moja 	female_feminine	4.3275
common_voice_sw_29602520.mp3	kampaundi za metali za mpito mara nyingi huwa na rangi nyingi 	male_masculine	5.5875
common_voice_sw_31356601.mp3	kuna lishe au chakula maalumu kwa ajili ya mtu mwenye kisukari 	male_masculine	5.5875
common_voice_sw_34597951.mp3	aa wachunguza kila siku za serikali ya kiba 	female_feminine	5.0835
common_voice_sw_31475977.mp3	kawaida vinajigawa kwa muda usiopungua saa moja 	male_masculine	6.5955
common_voice_sw_30327408.mp3	wachaga wana historia ndefu ya asili yao na ya maingiliano yao na makabila mengine 	female_feminine	7.4235
common_voice_sw_30197153.mp3	maporomoko ya maji yanaifanya misitu ya milima hiyo kuvutia sana 	female_feminine	7.2075
common_voice_sw_30074410.mp3	mwalimu julius kambarage nyerere alikuwa ni rais wa kwanza wa tanganyika 	female_feminine	4.0755
common_voice_sw_28660916.mp3	lengo kuu ya kuuza na kununua hisa katika soko ni kupata faida kifedha 	male_masculine	5.8035
common_voice_sw_29915205.mp3	waswahili wanasema asiyekubali kushindwa siyo mshindani 	male_masculine	4.5075
common_voice_sw_30080082.mp3	alijulikana kwa kaulimbiu yake ya ruksa wakati wa uongozi wake 	male_masculine	6.4155
common_voice_sw_29636878.mp3	aina ya ganda inasababisha tabia tofauti tofauti za risasi 	male_masculine	5.8755
common_voice_sw_30658645.mp3	michuano ya kombe la dunia ya ilifanyika nchini romania 	female_feminine	4.5075
common_voice_sw_35154846.mp3	kazi ya kupigana na watu wa mungu achana nayo 	female_feminine	4.1835
common_voice_sw_30057355.mp3	kutosha kuhusu madhara yanayosababishwa na unywaji pombe 	female_feminine	4.9035
common_voice_sw_30577770.mp3	wachezaji wengi wazuri walicheza kombe la dunia 	male_masculine	4.1475
common_voice_sw_30638441.mp3	mwanadamu akavipa viumbe vyote majina ili aweze kuwafundisha wengine 	female_feminine	6.8835
common_voice_sw_37224295.mp3	kushindwa kuzingatia na kutokuwa makini 	male_masculine	3.1755
common_voice_sw_29793097.mp3	ilikuwa ni majonzi kwa waafrika wengi hususani wale wenye itikadi za kijamaa 	female_feminine	6.1635
common_voice_sw_34750297.mp3	taarab hii ndio ilikuwa ya kwanza kuanza kuingiza vifaa ambavyo vilikuwa vigeni katika taarabu 	male_masculine	8.6475
common_voice_sw_29936885.mp3	magufuli alijiunga na masomo chuo kikuu dar es salaam akiwa waziri 	male_masculine	5.5875
common_voice_sw_35756747.mp3	narudia tena makosa ya mafundi huwa yanagunduliwa na mafundi tu 	male_masculine	8.8275
common_voice_sw_30629886.mp3	rais anayeingia madarakani anahamasisha ushirikiano 	male_masculine	6.21565625
common_voice_sw_30173742.mp3	watapata ajira ama kufanikiwa katika baadhi ya mambo waliyoyataka 	female_feminine	7.3875
common_voice_sw_35105227.mp3	na kuogezeka hadi kukaribia kupita kiasi kinachohitaji 	female_feminine	4.2555
common_voice_sw_30334820.mp3	mji wa bagamoyo ulihusishwa na biashara ya masafa marefu 	male_masculine	6.3435
common_voice_sw_30242390.mp3	karume alijenga barabara za kisasa za njia mbili 	female_feminine	4.7235
common_voice_sw_37094408.mp3	kodi wakati bei ya zao hili kwenye soko la dunia ilipanda juu mnamo mwaka 	male_masculine	7.9275
common_voice_sw_29815735.mp3	ilipoanzishwa nchi lindwa hii ilikuwa mali ya sultani wa pwani 	male_masculine	7.8555
common_voice_sw_29936671.mp3	plasmodium malaria pekee huwa na mzunguko wa siku tatu 	male_masculine	5.6235
common_voice_sw_30327435.mp3	serikali ijitahidi kuilinda hadhi ya bagamoyo iliyokuwa nayo 	female_feminine	5.9835
common_voice_sw_29934999.mp3	mito mikubwa zaidi inayoungana hapa na kuunda ruaha ni pamoja na mto mbarali 	male_masculine	8.5755
common_voice_sw_30307488.mp3	pembezoni mwa milima ya uluguru hasa ile ya tao la mashariki 	female_feminine	7.7475
common_voice_sw_37218422.mp3	zaidi kwa mtu binafsi upatikanaji wa kutegemeka haijabainika wazi iwapo 	female_feminine	6.5955
common_voice_sw_30363867.mp3	majani milioni mbili husafiri kutoka milima ya kaskazini kuelekea nyanda 	male_masculine	7.0275
common_voice_sw_30575024.mp3	tanzania kuna vivutio vingi vya utalii kama mbuga za wanyama mikumi 	male_masculine	5.9835
common_voice_sw_29787443.mp3	dola la kwanza katika eneo hili lilikuwa ufalme wa burundi 	male_masculine	4.7235
common_voice_sw_36389456.mp3	ziwa la viktoria nyanza liko kaskazini 	male_masculine	2.5275
common_voice_sw_35206860.mp3	hakikisha orodha yako ya lazima kuona vivutio 	female_feminine	3.8235
common_voice_sw_30181998.mp3	ufaransa ilikuwa na kikosi cha dhahabu duniani 	male_masculine	4.6875
common_voice_sw_29935815.mp3	asubuhi na mapema niliwahi kuamka kwani ndio ilikuwa siku rasmi ya kufanya mtihani wangu 	male_masculine	8.5755
common_voice_sw_29002402.mp3	muda wa ofisi ya rais na makamu wa rais ni miaka minne 	male_masculine	4.6875
common_voice_sw_37099410.mp3	benki hiyo ilianzishwa mwezi desemba mwaka elfu moja mia tisa 	female_feminine	5.4435
common_voice_sw_35183874.mp3	ndege na kuasilisha hasara kubwa ya kuku 	female_feminine	3.4635
common_voice_sw_37229793.mp3	kupiga marufuku uuzaji wa cocoa na kahawa 	male_masculine	3.8955
common_voice_sw_30653692.mp3	hifadhi ya taifa ya serengeti ndio hifadhi ya pili kwa ukubwa 	female_feminine	4.5075
common_voice_sw_29796518.mp3	umahili wake wa kazi ulifanya apendwe na kila mtu 	male_masculine	6.1275
common_voice_sw_30306890.mp3	alizaliwa tarehe saba octoba elfu moja mia tisa hamsini 	male_masculine	5.0835
common_voice_sw_36389472.mp3	wanajeshi waliongozwa na jeshi la nchi kavu general service unit 	male_masculine	3.7875
common_voice_sw_28672834.mp3	ni mtoto wa pili katika familia ya watoto saba 	female_feminine	4.4355
common_voice_sw_30381286.mp3	nchi nyingi zilipigana vita kwenye harakati za kudai uhuru 	male_masculine	4.5795
common_voice_sw_29238490.mp3	maana yake ni hakuna mungu ila allah muhammad ni mtume wa allah 	female_feminine	7.0635
common_voice_sw_29792129.mp3	vahi wahi ambao ni zaidi ya nusu ya wanyaturu wote 	female_feminine	4.6155
common_voice_sw_34746354.mp3	sehemu kubwa zaidi ya afrika ya mashariki inapeleka maji kwenda mabeseni ya rufiji 	male_masculine	7.2075
common_voice_sw_29610163.mp3	yeye alikuwa rais wa mahakama hiyo kwa miaka minne 	female_feminine	4.2555
common_voice_sw_29962192.mp3	wakaguru waliwatahiri vijana wakiwa wengi tena waliokwisha balehe 	male_masculine	4.6875
common_voice_sw_30122441.mp3	ambayo inadaiwa kusubiri uzinduzi wa hisa mwaka elfu mbili na ishirini na moja 	female_feminine	7.97965625
common_voice_sw_29924694.mp3	wakazi wengi wa eneo hilo ni wakulima wa kahawa na ndizi 	female_feminine	7.0275
common_voice_sw_29588585.mp3	sun yat sen akawa rais wa kwanza 	female_feminine	4.5435
common_voice_sw_36385356.mp3	risasi za wajerumani zisingeingia katika miili yao 	male_masculine	5.3355
common_voice_sw_28666749.mp3	ni mji mkubwa wa pili katika nchi wa korea kaskazini 	female_feminine	4.7235
common_voice_sw_30623566.mp3	kuna urefu wa kilomita mia tano hamsini na sita 	female_feminine	3.7875
common_voice_sw_30653488.mp3	kiwili ni msamiati mwingine wa kipare 	female_feminine	3.4275
common_voice_sw_36385941.mp3	namwalika edwin david ndegetela katika uchaguzi 	male_masculine	6.0195
common_voice_sw_31286002.mp3	pedro alishinda tuzo ya mchezaji bora kijana akiwa miaka kumi na minane 	female_feminine	4.6875
common_voice_sw_30567963.mp3	aliimarisha utawala wa omani juu ya pwani ya afrika ya mashariki 	female_feminine	7.9635
common_voice_sw_37093105.mp3	mfumo wa utayarishaji wa mipango kwa kuzingatia fursa na vikwazo 	male_masculine	8.0715
common_voice_sw_28887909.mp3	ni lugha rasmi nchini azerbaijan 	female_feminine	4.7955
common_voice_sw_30115353.mp3	kwa upande wa mashariki eneo warangi hupatika katika vijiji vingi 	male_masculine	6.1275
common_voice_sw_30321101.mp3	tanzania inajisifia sana kwa kuwa ina mlima kilimanjaro 	female_feminine	6.3435
common_voice_sw_35279264.mp3	haikuchukua mud asana jacob akawa ameshaipata ile barua 	female_feminine	4.3635
common_voice_sw_30630430.mp3	alianza kwa kushona viatu akauza urojo na viazi kabla ya kufungua mgawaha mdogo 	female_feminine	7.3875
common_voice_sw_31357120.mp3	kutokana na mauzo ya mafuta yanayotoka katika ardhi yao 	male_masculine	4.1835
common_voice_sw_29666977.mp3	idadi ya wasemaji nchini mali haijulikani 	female_feminine	2.9955
common_voice_sw_30071159.mp3	kwa hiyo hizi meli zimewekwa katikati ya bahari kwa ajili ya kazi hiyo 	female_feminine	4.6155
common_voice_sw_31583307.mp3	hivyo wakashiriki shirikisho la afrika 	female_feminine	5.4435
common_voice_sw_35176883.mp3	inayofanana na hiyo ya libya na nchi kama cote de voire 	female_feminine	5.7675
common_voice_sw_29796157.mp3	na sehemu nyingine za bara la afrika zilizokataa kuchukuliwa ardhi yao 	male_masculine	6.4875
common_voice_sw_29960762.mp3	hapo maadili ya wanahabari ni muhimu wakifuata kanuni 	male_masculine	4.2555
common_voice_sw_28878192.mp3	pia wanatajwa kama chakula maalumu cha yohane mbatizaji mtangulizi wa yesu 	male_masculine	7.5675
common_voice_sw_30020198.mp3	hakuona haja ya kutuma wapelelezi wa awali 	male_masculine	4.1835
common_voice_sw_34757314.mp3	ninajaribu kuzungumza na kila mtu 	female_feminine	4.3635
