audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34745869.wav	kuwa rais wa chama hicho mnamo mwezi wa kumi na mbili mwaka elfu moja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28703950.wav	kimsingi anacheza kama mchezaji wa kati mara nyingi kucheza katika nafasi kuboresha mchezo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29428177.wav	alikuwa pia mjumbe wa kamati ya bunge juu ya biashara na uwekezaji 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_38106566.wav	kisha bekteria hao huingia kwenye mfumo wa kusaga au kumengenya chakula 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30623666.wav	huwa kazi zao huchachanganya kilimo ufugaji na biashara 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30103868.wav	tanzania imebarikiwa mapango yenye historia nyingi na za kuvutia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30075144.wav	forojo ganze aliyezaliwa mwaka elfu moja mia tisa na mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35103446.wav	mwingine wanadini wenyewe wamekuwa chanzo cha matatizo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30709945.wav	boas ni kocha wa zamani wa chelsea 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30572617.wav	wamasai hula nyama maziwa na damu ya ngombe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30572951.wav	tembo hapendi kusikia kelele za aina yoyote 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36105244.wav	iliyojulikana na wagiriki wa kale wagiriki waliita 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29792872.wav	oktoba elfu mbili maalim seif alishiriki tena katika uchaguzi wa urais wa zanzibari 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582511.wav	nelson mandela ni mwanaharakati na kiongozi wa dunia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30035370.wav	jiografia ya hifadhi ya tarangire ina maumbile yenye mvuto wa pekee 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942369.wav	hadi tarehe thelathini na moja mwezi wa kumi na mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31305570.wav	walikuwa wanatumia eneo hilo kama kuwatakatisha wanawake na wanaume 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34980723.wav	ukeketaji ni haramu katika nchi kenya na tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30029986.wav	watu kutoka nje hupenda kusikia kutoka kwa wenyeji wa makabila hayo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28682944.wav	abiria zaidi wanataka kutumia reli badala ya basi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31823608.wav	baada ya mwenyezi mungu sina budi kuwashukuru kwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30034452.wav	katika vifaa vya kienyeji na shanga nyeupe zilitengenezwa kutoka kwenye udongo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29795941.wav	idadi inayowakilisha asilimia kumi na sita ya wakazi wa nchi kwa ujumla 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796989.wav	alikuwa mtafutaji wa amani afrika kusini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29922715.wav	mama za moran huimba na kucheza kuonyesha heshima kwa ujasiri wa watoto wao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653644.wav	januari ishirini na moja vikosi vya tanzania vilivuka mpaka wa uganda 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30176739.wav	paka yuko katika hatari kubwa zaidi ya kuambukizwa ugonjwa huu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574301.wav	zilianzishwa kabla ya tanganyika kupata uhuru 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30570928.wav	ambao ndio mlima wa kumi kwa urefu tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29788742.wav	michuano ya ulaya ya mwaka uliyopita kiungo wa hispania alishinda 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34598187.wav	siku zote utukuzwe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30196402.wav	kukabiliana na mistari yao ni ishara ya kuimba kwa wanawake 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30176677.wav	wapo katika wilaya ya moshi sehemu za chekereni himo mabungo uchira moshi mjini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34940076.wav	mkurugenzi mkuu wa shirika hilo ni tedros adhanom 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30122441.wav	ambayo inadaiwa kusubiri uzinduzi wa hisa mwaka elfu mbili na ishirini na moja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34943129.wav	lakini huzidishwa na shughuli za wanadamukwa idadi kubwa ya watu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29440548.wav	mlima kilimanjaro unaonekana kusini mwa mji huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30327500.wav	magufuli alipata asilimia themanini na nne ya kura dhidi ya mpinzani wake mkuu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30628830.wav	mkwawa alijiua kwa kujipiga risasi kichwani mwake wakati akiwakimbia wajerumani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30658970.wav	alijiunga na timu ya new generation na kucheza nafasi ya mstari wa mbele 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28666746.wav	walikuwa wakiwarusha wanadensi kwa hewa mtu mmoja baada ya mwingine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30306799.wav	viongozi wengi wa afrika walipata usaidizi wa upande mmoja au mwingine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31304409.wav	unaposafiri unajifunza mambo mbalimbali ambayo isingekuwa rahisi kujifunza ukiwa nyumbani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29404811.wav	idadi kubwa ya vipindi hivi huwa bila dalili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28714502.wav	alianzisha pia taasisi za sayansi na sanaa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29923596.wav	ilitungwa sheria ya usalama wa raia ilyopelekea kupigwa marufuku 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35588808.wav	wacha nikupende mpenzi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30539506.wav	huyu anapatikana msitu wa amazon pekee 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30053436.wav	viongozi hao walihitaji hela kwa ajili ya ujenzi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35181936.wav	kutoka dar es salaam ukisindikizwa na milima ya usambara 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34944412.wav	sehemu kubwa ya nchi hasa kaskazini na magharibi hadi mwishoni mwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30181295.wav	walikuwa wanaandika habari za watu wa maeneo hayo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29789005.wav	alipoamua kuwasaidia waitalia na kupeleka wanajeshi wa ujerumani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31823607.wav	manchester city imekosa kombe la mabingwa ulaya 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35587972.wav	mama mkwe ni yule 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653876.wav	majengo yenye usanifu wa kijerumani ni pamoja na jengo la boma 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34757495.wav	wa elfu mbili na tano mjini johannesburg afrika kusini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30638438.wav	katika uchunguzi wa tendo lile na serbia ilikataa sehemu ya mwisho ya masharti 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30326668.wav	mwanamke wa kwanza kujiunga na harakati za kupigania uhuru wa tanganyika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180061.wav	timu iliyoibuka na ushindi kwenye fainali hiyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29515722.wav	uko kwenye mdomo mpana wa mto saint john 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30495152.wav	kenneth kaunda alipelekwa hospitalini kwa matibabu ya ugonjwa wa nimonia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791512.wav	baadhi ya wanyaturu hawakufuatilia utabiri huo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30354949.wav	sir alex na pep guardiola ni makocha wa pekee 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_38297515.wav	uingiliaji mkubwa wa kigeni nchini kongo umeonekana katika kipindi cha muongo mmoja kando na operesheni ya kulinda amani ya umoja wa mataifa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30313738.wav	bila kusahau tanzania inayo mipaka ya anga kupitia viwanja vya ndege 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36251180.wav	wangekuwa wanaweza kuwa na uwezo wa kuwa na fedha wangekuwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30581156.wav	maambukizi yanaweza kutokea kabla ya kuzaliwa wakati vijidudu vikifanikiwa kupita katika kondo la uzazi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690888.wav	aliyemfuata ni go komatsu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021575.wav	nawa mikono kabla ya kuingia na baada ya kutoka katika nyumba hiyo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37089680.wav	na moja nixon alimteua kama balozi wa marekani kwa umoja wa mataifarais wa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37225848.wav	imi ni ebi shaban abdala na awali ya yote 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938134.wav	kwa mara ya kwanza na kuweza kushinda kwa kishindo kuanzia kura za maoni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29797726.wav	chui anapenda kuwinda usiku kuliko mchana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36387447.wav	jumbe hizo huwekwe kwenye mfumo wa mafumbo ambayo msikilizaji hufanya uchambuzi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30118068.wav	mwisho ni kutokea dar es salaam hadi mkoani tanga kaskazini mwa tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35105421.wav	tarehe tano juni kila mwaka watanzania wanaungana na mataifa mengine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29794005.wav	mkoa huu ulianzishwa rasmi mwaka elfu moja mia tisa sabini na mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34958953.wav	ya mauwaji yaliofanywa na polisi mmoja nchini marekani michael minim 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29590620.wav	aliolewa na bernow lindström ziems na renat 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30200822.wav	alitawala kwa kipindi cha miaka kumi tu kama mtangulizi wake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34979722.wav	tupigeni shangwe na vigelegele 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35156889.wav	makamba alifanya kazi kwa karibu na mama samia 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30376384.wav	alifanya kazi mbalimbali ndani na nje ya tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30052686.wav	tembo na nyati wanaweza kusababisha hatari kwa watalii 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37086023.wav	mila zao na ikiwa unajua angalau maneno machache 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29922539.wav	kibao chake hicho kimeshaanza kusikika na kuonyeshwa kwenye vituo mbalimbali 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35103649.wav	hata hivyo hakuvunjika moyo na aliendelea kuimba nyimbo za rege 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28877445.wav	anaishi berlin ujerumani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34942056.wav	samaki walivuliwa na wavuvi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34761512.wav	daraja hilo ni kivutio kutokana na urefu wake 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28695224.wav	pia hutumiwa katika baadhi ya vikosi vya polisi na mashirika ya kiserikali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35105460.wav	alijiviringisha kuelekea ulipo mlango wa nyuma wa hoteli hiyo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29962873.wav	twiga wa kundi moja hawachangamani na twiga wa kundi lingine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35107769.wav	a mtaalam unafikiria atatoa hunduma kwa usahihi kweli 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653490.wav	kamati hii inawajumuisha gavana wa benki kama mwenyekiti 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36330673.wav	vimeanzia katika wilaya za mbinga tunduru na masasi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35176547.wav	watoto wengi huenda shule kucheza 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29262332.wav	kasi ya harakati inategemea na tabia za mwamba unaopatikana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090435.wav	zeno alijenga balcony iliyozuia maoni ya anthemius au zaidi ya kushinda mahakamani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30671226.wav	inayokamilisha jumla ya halamashauri nane za mkoa wa dodoma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35104547.wav	kwa vipindi vijavyo kutoka hapa idhaa ya kiswahili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29583010.wav	mara nyingi yeye alicheza mitaani ambapo alijifunza ujuzi wake 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30079210.wav	pep amepata heshima kubwa katika ulimwengu wa soka 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30364823.wav	senene na vingine vingi ambavyo vilitumiwa kwa kipindi kirefu na wazee wetu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30661050.wav	walinyamaza hadi wajerumani walipotembea kwa umbo la safu ndefu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30579118.wav	walikuwa wakivamia mifugo hadi umbali wa mashariki ya pwani ya tanga 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29790380.wav	mwalimu nyerere alitumia demokrasia kuwaondoa wakoloni 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34962643.wav	aribu na wakati huu tuanzie nchini urusi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29922515.wav	inaelezwa wote hao waliuawa kwenye mapambano ya silaha nje ya eneo la tukio 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30314645.wav	iddi amin alilelewa na mama yake bila baba kijijini katika uganda ya kaskazini magharibi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36389435.wav	tutavaa nguo za rangi nyekundu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30363011.wav	wapare walikuwa na utamaduni wa shughuli za sanaa kama methali na hadithi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29925322.wav	ipo pia shinyanga na simiyu pamoja na singida na songwe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28583187.wav	kwa kawaida hutokana na maambukizi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30105022.wav	wakati wakipambana na abushiri kule pangani katika mkoa wa tanga 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30022709.wav	jakaya kikwete alipendwa sana na wananchi wa tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29794476.wav	ikiwa mwishoni mwa tafakuri yake binafsi mwandishi wa habari atafikia uamuzi wa kimaadili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35123752.wav	katika utu wa ndani na ukiona umbile lako ni geugeu panda juu yako lakini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30640479.wav	mbali na biashara na shughuli za jamii mo dewji amewahi kuwa mwanasiasa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28696378.wav	ina idadi kubwa ya taasisi za elimu kushinda miji mingine ya nchi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36732090.wav	ati democrat wakishinda viti mia moja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35103601.wav	je nishati hii inaweza kusaidia utunzaji wa mazingira 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796556.wav	jamii ya kabila la maasai ilikuwa ikiishi katika maeneo yote ya serengeti na ngorongoro 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090441.wav	smith aliamua kukutana na kifo chake 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28689058.wav	katika imani yao kuna miungu mingi kwenye ngazi mbalimbali ya enzi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31584350.wav	kifo mara nyingi kunasababishwa na maudhi au uchovu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30332061.wav	malengo mengineyo yalikuwa ni katika kulinda maslahi ya jamii ya kabila la wamaasai 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34944180.wav	bahari vumbi la mchanga moto wa mimea ya asili na radi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31812273.wav	hii inaonesha kwamba makabila haya yana asili moja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31446536.wav	ukanda wa kusini kutembelea vivutio vya ukanda huo huduma 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28834966.wav	hata hivyo chanjo hii ni ghali 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36373291.wav	wa serbia amewaomba radhi wananchi wa croatia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36389692.wav	waziri wa sheria nchini humo lasar karur chebi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29799147.wav	alifuatana na mwalimu nyerere aliyepitia zanzibar 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31996507.wav	uso 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29943285.wav	mmoja amebobea kwenye falsafa ya uchumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28666392.wav	ana nguvu kubwa sana lakini hana uhai wa milele 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36375258.wav	angazo haya mimi ni zuhra mwera fundi wa mitambo ni emanuel 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30635376.wav	ni aibu sana kwa taifa maana enzi za mwalimu hapakukuwa na hali hii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28672876.wav	makao makuu ya mkoa huo yalikuwa kondoa mjini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021465.wav	bila kusahau halmashauri ya wilaya ya momba 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30355167.wav	gavana soden alidai kutoendelea na mapigano 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35183573.wav	kundi hilo limekuwa kinara kutekeleza mashambulizi 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35103990.wav	baadhi ya kazi alizofanya katika meli hizo ni greaser fireman sailor 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30381283.wav	sifa isiyopotea ya manyara ni chemchem zisizokauka kwa zaidi ya miaka milioni 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29797162.wav	mwezi septemba aliandika kwenye instagram sababu iliyomfanya kurejea 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30322436.wav	zilitumia bandari ya dar es salaam badala ya bagamoyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796946.wav	mwinyi alikuwa ni waziri wa afya wa tanzania 	0
