sentence	gender	duration	audio
aliwahi kucheza timu ya taifa ya ugiriki 	male_masculine	3.6075	common_voice_sw_28694976.wav
hifadhi ya milima mahale ni makazi ya jamii adimu zilizobakia za sokwe barani afrika 	male_masculine	7.0635	common_voice_sw_30090645.wav
dhati wazee wote wa simulizi za 	male_masculine	3.1755	common_voice_sw_29996753.wav
lakini huko geita katika mkoa wa geita 	male_masculine	4.0035	common_voice_sw_31321717.wav
albamu hii ilipata mafanikio kwa kuuza zaidi ya nakala milioni saba kote duniani 	male_masculine	6.4875	common_voice_sw_28725644.wav
kuingia ndani ya eneo la jamhuri ya kidemokrasia ya kongo ya leo 	female_feminine	5.0475	common_voice_sw_34746882.wav
pep mpaka leo anakumbukwa nchini hispania 	male_masculine	3.8955	common_voice_sw_30020249.wav
umoja wa umma wa wanafunzi wa afrika kusini 	female_feminine	3.8955	common_voice_sw_36732120.wav
mwenyeji anaweza kuarika watu wawili wa kufanya nao mazungumzo 	male_masculine	4.6875	common_voice_sw_36318678.wav
bila matibabu asilimia hamsini ya watu walio na ugonjwa unaosababisha mtoki hufa 	male_masculine	8.9355	common_voice_sw_29787928.wav
kati ya washona wenye idadi kubwa ya watu wengi na wandebele 	female_feminine	3.4635	common_voice_sw_29923538.wav
dalili za jumla za ugonjwa wa kisukari ni pamoja na jaa na kiu viliyoongezeka 	male_masculine	7.3875	common_voice_sw_30182078.wav
hali hii inaweza kutokea hadi wiki sita baada ya kuzaa 	female_feminine	5.2275	common_voice_sw_28583895.wav
mwaka huu ngega amewambia maseneta kuwa siku saba zaidi zitatosha 	male_masculine	5.9835	common_voice_sw_36383706.wav
hata baada ya mwinyi kuondoka madarakani mwaka elfu moja mia tisa themanini na tano 	male_masculine	6.7755	common_voice_sw_30668373.wav
alijikusanyia asilimia ishirini na tano nukta sitini na sita 	male_masculine	4.4355	common_voice_sw_36368206.wav
aliruhusiwa kurudi nyumbani na maisha yake yalikuwa hatarini 	female_feminine	4.6875	common_voice_sw_29792060.wav
tanzania bara ilipata uhuru tarehe tisa mwezi wa kumi na mbili 	male_masculine	5.4075	common_voice_sw_37093018.wav
na pamoja na tunatambua 	female_feminine	2.9235	common_voice_sw_34746748.wav
na ni wakatoliki suala la sharia au sheria za kiislamu 	male_masculine	8.7555	common_voice_sw_36299528.wav
tusker walikuja wakachukua ushindi kwa huo uwanja wa afuraha 	male_masculine	6.5235	common_voice_sw_36310746.wav
kama serikali imedhamiria kuikomboa wilaya ya makete barabara ndio chanzo za maendeleo 	female_feminine	7.3155	common_voice_sw_29787942.wav
shughuli kuu za kiuchumi kwa wasukuma ni kilimo uvuvi ufugaji na biashara 	female_feminine	5.8755	common_voice_sw_30582772.wav
nchi nyingi zina utamaduni wa pekee jinsi ya kutengeneza chai 	female_feminine	5.1555	common_voice_sw_28583831.wav
aloi hizi huwa ni imara sana 	female_feminine	3.2835	common_voice_sw_29391556.wav
watu wote wanaotumia dawa za kufubaza kinga ya mwili 	female_feminine	5.4435	common_voice_sw_30640489.wav
kwanza kuna joto halafu ukame 	female_feminine	3.2475	common_voice_sw_29564841.wav
hasa yenye usanifu wa kiarabu kihindi kijerumani na kitamaduni 	female_feminine	5.0835	common_voice_sw_29939684.wav
bonde hilo lipo katika hifadhi ya ngorongoro 	male_masculine	3.6435	common_voice_sw_29986488.wav
mazao hayo yamekuwa yakilimwa sehemu za milimani 	male_masculine	3.2835	common_voice_sw_30024969.wav
na pia kuna watu ambae wanakabiliana na 	female_feminine	4.1835	common_voice_sw_34940018.wav
waliendelea kuwashambulia tarehe nne julai elfumoja miasaba sabini na sita 	male_masculine	4.5435	common_voice_sw_36383744.wav
muundo huu umekuwa maarufu ndani ya muda mfupi 	female_feminine	4.8675	common_voice_sw_28672915.wav
iliaminika kuwa nyerere alikuwa anahusika na kuanguka 	male_masculine	5.9835	common_voice_sw_30122514.wav
jacob aliwaona wale vijana dirishani na kumaliza misheni yake hapo hapo 	female_feminine	6.1275	common_voice_sw_34944092.wav
kudumisha mitandao hiyo hata katika sehemu zenye ufuatiliaji mzuri 	female_feminine	5.1555	common_voice_sw_35107675.wav
iran ina mchanganyiko wa makabila na dini uliounganishwa na 	female_feminine	4.6875	common_voice_sw_34941863.wav
wakielekea katika mkutano unaoendelea sasa hivi 	female_feminine	4.1475	common_voice_sw_34980400.wav
kwanza kuwa na viwanda vingi viwanda vyake 	male_masculine	4.3275	common_voice_sw_36380925.wav
makabila maarufu katika utamaduni huu ni wazaramo na wamakonde 	male_masculine	5.5875	common_voice_sw_29795472.wav
makabila mengi nchini tanzania ni wajukuu wa wahamiaji 	female_feminine	5.4075	common_voice_sw_30351705.wav
kama vashamba kwa maana ya wasambaa huko mkoani tanga 	male_masculine	5.0475	common_voice_sw_29863568.wav
kwa kutumia usafiri wa mamlaka ya hifadhi ya ngorongoro 	male_masculine	5.1555	common_voice_sw_30008764.wav
mhusika ni mtu mashuhuri na mwenye wadhifa mkubwa katika nyanja ya ulinzi na usalama 	female_feminine	7.2075	common_voice_sw_30195876.wav
ni wa elfu moja mia tano sitini na moja duniani kwenye orodha ya mabilionea 	male_masculine	5.8755	common_voice_sw_30385740.wav
ni jina ambalo wekundu hawa wa msimbazi wana kumbukumbu nalo sana 	male_masculine	4.2555	common_voice_sw_30020140.wav
kuwait iliendelea kama nchi lindwa chini ya uingereza hadi kupata uhuru 	female_feminine	5.7675	common_voice_sw_35410037.wav
kila hatua ina sifa zake na matatizo yake maalumu 	female_feminine	4.4355	common_voice_sw_29752771.wav
ngozi ya tunda inaweza kuwa nene au nyembamba wakati mwingine huwa na ladha chungu 	female_feminine	6.4155	common_voice_sw_28666668.wav
hula manyasi hasa lakini pengine matunda mbegu na majani pia 	male_masculine	5.4435	common_voice_sw_29573138.wav
walitozwa pesa kubwa ukilinganisha na mshahara wanaopata ni kidogo 	female_feminine	4.9035	common_voice_sw_30653592.wav
ulitilia mkazo masomo ya kiufundi kwa matarajio kuwa muundo huu mpya utawawezesha 	female_feminine	7.2435	common_voice_sw_30053172.wav
alizaliwa huko madrid 	male_masculine	2.9235	common_voice_sw_29092788.wav
ni lazima warejee ndutu ambapo huwa wanazaa 	male_masculine	4.2555	common_voice_sw_30326736.wav
kwa sababu wao wana meno na hutoa pia mwangwi unaoweza kusikika kwa maili nyingi 	male_masculine	6.7755	common_voice_sw_29997606.wav
taarifa mbaya zikaenea ulimwenguni kote baada ya kutangazwa kwame nkrumah amefariki 	male_masculine	6.8835	common_voice_sw_30668371.wav
mwaka jana enamuel makundi ana 	female_feminine	3.2475	common_voice_sw_36642227.wav
kwa kipindi fulani alikuwa pia mkuu wa chuo cha aleksandria 	female_feminine	4.7955	common_voice_sw_29391656.wav
mabata domomeno hula samaki 	male_masculine	3.4275	common_voice_sw_29613314.wav
usipoukata utakukata 	female_feminine	3.0675	common_voice_sw_31909764.wav
vikwazo ambavyo vinaathiri biashara kati ya kenya na tanzania 	male_masculine	3.3555	common_voice_sw_36389505.wav
waandishi wa kazi yeyote daima anaiandaa kazi yake huku akimfikiria msomaji wa kazi hiyo 	male_masculine	9.3675	common_voice_sw_30257272.wav
vikundi vyenye silaha huajiri vijana ambao hutangatanga kote nchini bila matumaini yoyote 	male_masculine	9.0435	common_voice_sw_29787856.wav
hususan upande wa kusini wa koloni lao kutoka kwa makabila 	female_feminine	5.0835	common_voice_sw_29797002.wav
jazba ilipanda huku misururu ya kupata ikiendelea kurefuka 	female_feminine	5.4795	common_voice_sw_30315399.wav
unatakiwa kuamini kwamba wewe ni mrembo 	female_feminine	3.7875	common_voice_sw_29924160.wav
wanawake wapatao thelathini wanalima mwani pembezoni mwa bahari 	male_masculine	5.7675	common_voice_sw_37088747.wav
tutatembelea vivutio vya utalii 	male_masculine	3.4275	common_voice_sw_32242851.wav
neno hilo lina asili ya kibantu 	male_masculine	3.7155	common_voice_sw_28814106.wav
kangaroo ni alama ya utambulisho wa taifa lao pia amewekwa katika ngao ya taifa 	male_masculine	6.8835	common_voice_sw_30382747.wav
china ya endelea kushinikiza imutoe kifungoni mshindi wa tuzo ya amani ya nobel 	female_feminine	6.5955	common_voice_sw_37222987.wav
mara nyingi mkutano mkuu wa dayosisi au wa jimbo la kanisa huitwa pia sinodi 	female_feminine	7.6035	common_voice_sw_28584626.wav
mdimangombe kabla ya kuwa sultan alilelewa na kutumwa kazi na mndewa mkulu mwande ambaye 	female_feminine	8.3955	common_voice_sw_36642170.wav
hukumu hiyo yenye kurasa mia kumi na nane iliyoandikwa kwa mkono nakusomwa 	female_feminine	6.8835	common_voice_sw_30196414.wav
ajali hiyo inaonyesha upendo na uaminifu kwa mwanaume 	male_masculine	4.1835	common_voice_sw_37094554.wav
mara nyingi mgonjwa wa tauni inayosambaa kwenye damu na inayosababisha nyumonia 	female_feminine	7.2075	common_voice_sw_30550899.wav
nchini tanzania upo utaalamu wakuotesha uyoga ndani ya nyumba hata nje 	male_masculine	6.5955	common_voice_sw_30582879.wav
mataifa ya ushirikiano yalianza kusogea mbele pande zote 	male_masculine	4.5435	common_voice_sw_29942151.wav
kamili usiku mjini brussels ambayo ndio makao makuu 	female_feminine	4.1475	common_voice_sw_36642225.wav
ndani ya ngorongoro olduvai george ndipo kuligundulika uwepo wa binadamu wa kwanza duniani 	male_masculine	8.5035	common_voice_sw_29904877.wav
kuanzia mwaka wa mia nne hivi na wakati wa utawala wa roma 	female_feminine	5.2275	common_voice_sw_35181772.wav
hakuna watu wengi huku 	female_feminine	2.0235	common_voice_sw_37215206.wav
zipo shule nyingi za zamani na mpya katika maeneo ya wapare 	female_feminine	5.7675	common_voice_sw_29296516.wav
tunapaswa tuwe makini katika kujenga mazingira yetu 	male_masculine	3.7875	common_voice_sw_29942121.wav
rais aongeze kasi ya utekelezaji wa mapendekezo yaliyotolewa na wafanyabiashara 	female_feminine	6.5235	common_voice_sw_30109606.wav
vuta nikuvute 	female_feminine	2.3835	common_voice_sw_34980395.wav
uchumi wa kisasa ulianzishwa kwa mashamba ya miwa na uvuvi 	male_masculine	4.3635	common_voice_sw_29309168.wav
makao makuu yake yako jibuti 	female_feminine	4.1835	common_voice_sw_28672881.wav
spishi hiyo imetoweka bangladesh 	female_feminine	3.8955	common_voice_sw_29736400.wav
kwenye njia ya kuelekea mwanza abiria wengi walifariki 	male_masculine	5.2275	common_voice_sw_30635696.wav
ukoloni lakini sasa wengi waliachishwa au kupinduliwa na serikali kama hawakufuata maagizo yote kutoka 	female_feminine	8.1435	common_voice_sw_35198835.wav
hatua iliyomsababishia kufungwa jela mara kadhaa lakini aliweza kuiongoza nchi 	male_masculine	7.0635	common_voice_sw_29947192.wav
benki itawezesha mfumo thabiti wa kufanya malipo 	male_masculine	4.3635	common_voice_sw_36382631.wav
hivyo somalia ilihesabiwa kati ya nchi za upande wa mashariki mwa ulaya 	male_masculine	4.9035	common_voice_sw_30020159.wav
hata kwa kulibebesha jukumu kubwa la kujiimarisha 	female_feminine	5.0475	common_voice_sw_29787988.wav
vigezo mbalimbali muhimu vinazingatiwa kupata orodha ya nchi safi 	female_feminine	6.6675	common_voice_sw_35171862.wav
yohane wa mungu 	male_masculine	2.7435	common_voice_sw_28970094.wav
malaria ni maambukizi ya seli nyekundu za damu inayosababishwa na vimelea vinavyoitwa kitaalamu plasmodiumu 	male_masculine	7.0635	common_voice_sw_29941715.wav
inashughulikia kanuni za fedha na sheria ndogo ndogo za wafanyakazi 	male_masculine	4.4355	common_voice_sw_37099200.wav
ametupatia nafasi mia mbili na hamsini kwa jeshi la zimamoto na uokoaji 	female_feminine	5.9835	common_voice_sw_34979464.wav
alikuwa naibu spika wa bunge tangu mwaka elfu mbili 	female_feminine	3.5355	common_voice_sw_30071943.wav
miamba kwa kawaida huwa na madini mbili au zaidi ndani yake 	male_masculine	6.4875	common_voice_sw_28690934.wav
hii ilikuwa aloi ya kwanza inayojulikana kuwa ilitumiwa na binadamu katika historia yake 	male_masculine	8.2155	common_voice_sw_28681856.wav
hawezi kuwa kiongozi mzuri 	male_masculine	2.7435	common_voice_sw_28673130.wav
kwa bara la afrika hasa kwa upande wa magharibi 	female_feminine	3.5355	common_voice_sw_30443113.wav
mji mkuu ni kisumu 	male_masculine	3.1755	common_voice_sw_28820664.wav
katika kugawanyika huko kuna kimachame na kirombo ambacho nacho kinatofautiana 	female_feminine	6.5235	common_voice_sw_30378789.wav
wakati akitembea kwenye tope maeneo fulani watu walikuwa na kikao 	male_masculine	3.6075	common_voice_sw_36389818.wav
bao moja la ronaldo lilimvutia kila mtazamaji 	female_feminine	5.2275	common_voice_sw_29797607.wav
mji wa magadi upo kwenye pwani ya mashariki ya ziwa hili 	male_masculine	5.0475	common_voice_sw_28663159.wav
ufaransa iliteka mashabiki wa soka kwenye michuano hiyo 	female_feminine	4.2555	common_voice_sw_29923335.wav
ikumbukwe kwamba wadigo ni kabila linalojali na kuthamini mila na desturi zao kama chakula 	male_masculine	7.7835	common_voice_sw_29959268.wav
wenzao wa kisomailia kwa rangi yao 	male_masculine	4.3635	common_voice_sw_30635644.wav
hadi mwaka wa elfu moja mia nane themanini na nane 	female_feminine	4.2555	common_voice_sw_30329267.wav
udogo wa umbo la blob unafanya watu wengi kutoamini uwezo wake 	female_feminine	5.2275	common_voice_sw_30372989.wav
manaibu gavana na wakurugenzi wawili wasiokuwa watendaji 	male_masculine	4.7235	common_voice_sw_29915169.wav
ukoloni wa ujerumani uliondoka tanzania kwenye vita ya kwanza ya dunia 	female_feminine	5.8755	common_voice_sw_30327661.wav
timu yenye thamni ya juu zaidi katika ligi ya premia 	male_masculine	4.3275	common_voice_sw_29942807.wav
uturuki na ugiriki mnamo mwaka wa elfumoja miatisa hamsini na mbili 	male_masculine	6.4515	common_voice_sw_36386141.wav
sehemu za magharibi zina milima mingi ambayo 	female_feminine	4.7235	common_voice_sw_34745545.wav
sauti ya amerika kupitia barazani na swali la leo maswali na majibu na salamu zenu 	female_feminine	8.8275	common_voice_sw_37331989.wav
watoto awa waandika uzuri 	male_masculine	2.7075	common_voice_sw_31940453.wav
historia ya meli ya ushindani wa banal ndiyo iliyopelekea titanic kuundwa 	male_masculine	4.5075	common_voice_sw_36390073.wav
mapambano ya mpakani yaliendelea kwa siku kadhaa 	male_masculine	2.8875	common_voice_sw_30221712.wav
hali ya hewa inategemea mahali na kimo 	male_masculine	2.8875	common_voice_sw_29141702.wav
kuwa muangalifu 	male_masculine	2.7075	common_voice_sw_32243941.wav
mapinduzi hayo yaliyomtoa madarakani sultani wa zanzibar jamshid bin abdullah 	female_feminine	8.5035	common_voice_sw_30527374.wav
aliyekuwa mwasisi wa umoja wa walimu tanzania katika mkoa wa rukwa 	female_feminine	5.5155	common_voice_sw_31285190.wav
mkono wako na uwe juu yangu na juu ya nyumba ya baba yangu 	male_masculine	5.7675	common_voice_sw_28878665.wav
tumeangukia katika kujadili vitu ambavyo havihusiki kabisa 	female_feminine	5.0475	common_voice_sw_30369604.wav
kwa nini alikuwa mmoja wa washitakiwa zaidi ya mia moja 	female_feminine	4.3275	common_voice_sw_37089620.wav
kampaundi za metali za mpito mara nyingi huwa na rangi nyingi 	male_masculine	5.5875	common_voice_sw_29602520.wav
kuna lishe au chakula maalumu kwa ajili ya mtu mwenye kisukari 	male_masculine	5.5875	common_voice_sw_31356601.wav
aa wachunguza kila siku za serikali ya kiba 	female_feminine	5.0835	common_voice_sw_34597951.wav
kawaida vinajigawa kwa muda usiopungua saa moja 	male_masculine	6.5955	common_voice_sw_31475977.wav
wachaga wana historia ndefu ya asili yao na ya maingiliano yao na makabila mengine 	female_feminine	7.4235	common_voice_sw_30327408.wav
maporomoko ya maji yanaifanya misitu ya milima hiyo kuvutia sana 	female_feminine	7.2075	common_voice_sw_30197153.wav
mwalimu julius kambarage nyerere alikuwa ni rais wa kwanza wa tanganyika 	female_feminine	4.0755	common_voice_sw_30074410.wav
lengo kuu ya kuuza na kununua hisa katika soko ni kupata faida kifedha 	male_masculine	5.8035	common_voice_sw_28660916.wav
waswahili wanasema asiyekubali kushindwa siyo mshindani 	male_masculine	4.5075	common_voice_sw_29915205.wav
alijulikana kwa kaulimbiu yake ya ruksa wakati wa uongozi wake 	male_masculine	6.4155	common_voice_sw_30080082.wav
aina ya ganda inasababisha tabia tofauti tofauti za risasi 	male_masculine	5.8755	common_voice_sw_29636878.wav
michuano ya kombe la dunia ya ilifanyika nchini romania 	female_feminine	4.5075	common_voice_sw_30658645.wav
kazi ya kupigana na watu wa mungu achana nayo 	female_feminine	4.1835	common_voice_sw_35154846.wav
kutosha kuhusu madhara yanayosababishwa na unywaji pombe 	female_feminine	4.9035	common_voice_sw_30057355.wav
wachezaji wengi wazuri walicheza kombe la dunia 	male_masculine	4.1475	common_voice_sw_30577770.wav
mwanadamu akavipa viumbe vyote majina ili aweze kuwafundisha wengine 	female_feminine	6.8835	common_voice_sw_30638441.wav
kushindwa kuzingatia na kutokuwa makini 	male_masculine	3.1755	common_voice_sw_37224295.wav
ilikuwa ni majonzi kwa waafrika wengi hususani wale wenye itikadi za kijamaa 	female_feminine	6.1635	common_voice_sw_29793097.wav
taarab hii ndio ilikuwa ya kwanza kuanza kuingiza vifaa ambavyo vilikuwa vigeni katika taarabu 	male_masculine	8.6475	common_voice_sw_34750297.wav
magufuli alijiunga na masomo chuo kikuu dar es salaam akiwa waziri 	male_masculine	5.5875	common_voice_sw_29936885.wav
narudia tena makosa ya mafundi huwa yanagunduliwa na mafundi tu 	male_masculine	8.8275	common_voice_sw_35756747.wav
rais anayeingia madarakani anahamasisha ushirikiano 	male_masculine	6.21565625	common_voice_sw_30629886.wav
watapata ajira ama kufanikiwa katika baadhi ya mambo waliyoyataka 	female_feminine	7.3875	common_voice_sw_30173742.wav
na kuogezeka hadi kukaribia kupita kiasi kinachohitaji 	female_feminine	4.2555	common_voice_sw_35105227.wav
mji wa bagamoyo ulihusishwa na biashara ya masafa marefu 	male_masculine	6.3435	common_voice_sw_30334820.wav
karume alijenga barabara za kisasa za njia mbili 	female_feminine	4.7235	common_voice_sw_30242390.wav
kodi wakati bei ya zao hili kwenye soko la dunia ilipanda juu mnamo mwaka 	male_masculine	7.9275	common_voice_sw_37094408.wav
ilipoanzishwa nchi lindwa hii ilikuwa mali ya sultani wa pwani 	male_masculine	7.8555	common_voice_sw_29815735.wav
plasmodium malaria pekee huwa na mzunguko wa siku tatu 	male_masculine	5.6235	common_voice_sw_29936671.wav
serikali ijitahidi kuilinda hadhi ya bagamoyo iliyokuwa nayo 	female_feminine	5.9835	common_voice_sw_30327435.wav
mito mikubwa zaidi inayoungana hapa na kuunda ruaha ni pamoja na mto mbarali 	male_masculine	8.5755	common_voice_sw_29934999.wav
pembezoni mwa milima ya uluguru hasa ile ya tao la mashariki 	female_feminine	7.7475	common_voice_sw_30307488.wav
zaidi kwa mtu binafsi upatikanaji wa kutegemeka haijabainika wazi iwapo 	female_feminine	6.5955	common_voice_sw_37218422.wav
majani milioni mbili husafiri kutoka milima ya kaskazini kuelekea nyanda 	male_masculine	7.0275	common_voice_sw_30363867.wav
tanzania kuna vivutio vingi vya utalii kama mbuga za wanyama mikumi 	male_masculine	5.9835	common_voice_sw_30575024.wav
dola la kwanza katika eneo hili lilikuwa ufalme wa burundi 	male_masculine	4.7235	common_voice_sw_29787443.wav
ziwa la viktoria nyanza liko kaskazini 	male_masculine	2.5275	common_voice_sw_36389456.wav
hakikisha orodha yako ya lazima kuona vivutio 	female_feminine	3.8235	common_voice_sw_35206860.wav
ufaransa ilikuwa na kikosi cha dhahabu duniani 	male_masculine	4.6875	common_voice_sw_30181998.wav
asubuhi na mapema niliwahi kuamka kwani ndio ilikuwa siku rasmi ya kufanya mtihani wangu 	male_masculine	8.5755	common_voice_sw_29935815.wav
muda wa ofisi ya rais na makamu wa rais ni miaka minne 	male_masculine	4.6875	common_voice_sw_29002402.wav
benki hiyo ilianzishwa mwezi desemba mwaka elfu moja mia tisa 	female_feminine	5.4435	common_voice_sw_37099410.wav
ndege na kuasilisha hasara kubwa ya kuku 	female_feminine	3.4635	common_voice_sw_35183874.wav
kupiga marufuku uuzaji wa cocoa na kahawa 	male_masculine	3.8955	common_voice_sw_37229793.wav
hifadhi ya taifa ya serengeti ndio hifadhi ya pili kwa ukubwa 	female_feminine	4.5075	common_voice_sw_30653692.wav
umahili wake wa kazi ulifanya apendwe na kila mtu 	male_masculine	6.1275	common_voice_sw_29796518.wav
alizaliwa tarehe saba octoba elfu moja mia tisa hamsini 	male_masculine	5.0835	common_voice_sw_30306890.wav
wanajeshi waliongozwa na jeshi la nchi kavu general service unit 	male_masculine	3.7875	common_voice_sw_36389472.wav
ni mtoto wa pili katika familia ya watoto saba 	female_feminine	4.4355	common_voice_sw_28672834.wav
nchi nyingi zilipigana vita kwenye harakati za kudai uhuru 	male_masculine	4.5795	common_voice_sw_30381286.wav
maana yake ni hakuna mungu ila allah muhammad ni mtume wa allah 	female_feminine	7.0635	common_voice_sw_29238490.wav
vahi wahi ambao ni zaidi ya nusu ya wanyaturu wote 	female_feminine	4.6155	common_voice_sw_29792129.wav
sehemu kubwa zaidi ya afrika ya mashariki inapeleka maji kwenda mabeseni ya rufiji 	male_masculine	7.2075	common_voice_sw_34746354.wav
yeye alikuwa rais wa mahakama hiyo kwa miaka minne 	female_feminine	4.2555	common_voice_sw_29610163.wav
wakaguru waliwatahiri vijana wakiwa wengi tena waliokwisha balehe 	male_masculine	4.6875	common_voice_sw_29962192.wav
ambayo inadaiwa kusubiri uzinduzi wa hisa mwaka elfu mbili na ishirini na moja 	female_feminine	7.97965625	common_voice_sw_30122441.wav
wakazi wengi wa eneo hilo ni wakulima wa kahawa na ndizi 	female_feminine	7.0275	common_voice_sw_29924694.wav
sun yat sen akawa rais wa kwanza 	female_feminine	4.5435	common_voice_sw_29588585.wav
risasi za wajerumani zisingeingia katika miili yao 	male_masculine	5.3355	common_voice_sw_36385356.wav
ni mji mkubwa wa pili katika nchi wa korea kaskazini 	female_feminine	4.7235	common_voice_sw_28666749.wav
kuna urefu wa kilomita mia tano hamsini na sita 	female_feminine	3.7875	common_voice_sw_30623566.wav
kiwili ni msamiati mwingine wa kipare 	female_feminine	3.4275	common_voice_sw_30653488.wav
namwalika edwin david ndegetela katika uchaguzi 	male_masculine	6.0195	common_voice_sw_36385941.wav
pedro alishinda tuzo ya mchezaji bora kijana akiwa miaka kumi na minane 	female_feminine	4.6875	common_voice_sw_31286002.wav
aliimarisha utawala wa omani juu ya pwani ya afrika ya mashariki 	female_feminine	7.9635	common_voice_sw_30567963.wav
mfumo wa utayarishaji wa mipango kwa kuzingatia fursa na vikwazo 	male_masculine	8.0715	common_voice_sw_37093105.wav
ni lugha rasmi nchini azerbaijan 	female_feminine	4.7955	common_voice_sw_28887909.wav
kwa upande wa mashariki eneo warangi hupatika katika vijiji vingi 	male_masculine	6.1275	common_voice_sw_30115353.wav
tanzania inajisifia sana kwa kuwa ina mlima kilimanjaro 	female_feminine	6.3435	common_voice_sw_30321101.wav
haikuchukua mud asana jacob akawa ameshaipata ile barua 	female_feminine	4.3635	common_voice_sw_35279264.wav
alianza kwa kushona viatu akauza urojo na viazi kabla ya kufungua mgawaha mdogo 	female_feminine	7.3875	common_voice_sw_30630430.wav
kutokana na mauzo ya mafuta yanayotoka katika ardhi yao 	male_masculine	4.1835	common_voice_sw_31357120.wav
idadi ya wasemaji nchini mali haijulikani 	female_feminine	2.9955	common_voice_sw_29666977.wav
kwa hiyo hizi meli zimewekwa katikati ya bahari kwa ajili ya kazi hiyo 	female_feminine	4.6155	common_voice_sw_30071159.wav
hivyo wakashiriki shirikisho la afrika 	female_feminine	5.4435	common_voice_sw_31583307.wav
inayofanana na hiyo ya libya na nchi kama cote de voire 	female_feminine	5.7675	common_voice_sw_35176883.wav
na sehemu nyingine za bara la afrika zilizokataa kuchukuliwa ardhi yao 	male_masculine	6.4875	common_voice_sw_29796157.wav
hapo maadili ya wanahabari ni muhimu wakifuata kanuni 	male_masculine	4.2555	common_voice_sw_29960762.wav
pia wanatajwa kama chakula maalumu cha yohane mbatizaji mtangulizi wa yesu 	male_masculine	7.5675	common_voice_sw_28878192.wav
hakuona haja ya kutuma wapelelezi wa awali 	male_masculine	4.1835	common_voice_sw_30020198.wav
ninajaribu kuzungumza na kila mtu 	female_feminine	4.3635	common_voice_sw_34757314.wav
mataifa ya italia na ujerumani vilishinda nia hiyo 	female_feminine	6.6675	common_voice_sw_30568078.wav
kutokana na ukuaji wa sayansi na technolojia katika nchi yetu ya tanzania 	female_feminine	5.8035	common_voice_sw_30220047.wav
crufy aliwahi kusema njia nzuri ya kujilinda ni kukaa na mpira 	female_feminine	7.07965625	common_voice_sw_30034083.wav
mola halali 	male_masculine	3.2475	common_voice_sw_29902570.wav
